BEDS Code,School Name,Local School Code,School Type,Lowest Grade,Highest Grade,Does this school serve its full planned grade span? (Y/N),"If no, is this school opening this school year? (Y/N)",Is the school scheduled to close? (Y/N),"If so, what year?",K-12 Enrollment,"Pre-K
Enrollment",Preschool Special Ed Enrollment,"K-12
FRPL
Count","K-12
ELL 
Count","K-12
SWD
Count",Classroom Teachers w/ 0-3 Years Experience,Classroom Teachers w/ More than 3 Years Experience,"Para-
professional Classroom Staff",Principals & Other Admin Staff,Pupil Support Services Staff,All Remaining Staff,Total Staff,Total Classroom Teachers,Total Non Teaching Staff
342600010018,P.S. 018 Winchester,26Q018,Elementary School,K,5,Yes,,No,,354,50,5,227,61,64,2.7,33.0,10.8,2.0,2.0,3.2,53.7,35.7,18.0
342600010026,P.S. 026 Rufus King,26Q026,Elementary School,K,5,Yes,,No,,560,24,2,339,107,93,2.7,42.0,16.2,2.0,4.7,3.0,70.6,44.7,25.9
342600010031,P.S. 031 Bayside,26Q031,Elementary School,K,5,Yes,,No,,353,28,3,211,52,63,1.7,32.0,14.5,2.0,4.5,2.0,56.7,33.7,23.0
342600010041,P.S. 041 Crocheron,26Q041,Elementary School,K,5,Yes,,No,,371,0,0,165,34,64,2.1,32.0,12.3,2.0,5.6,4.0,58.0,34.1,23.9
342600010046,P.S. 046 Alley Pond,26Q046,Elementary School,K,5,Yes,,No,,434,28,3,195,78,120,5.0,46.0,27.4,2.0,7.6,4.0,92.0,51.0,41.0
342600010067,J.H.S. 067 Louis Pasteur,26Q067,Middle/Junior High School,6,8,Yes,,No,,926,0,0,363,20,115,5.0,58.0,11.9,5.0,4.8,3.0,87.7,63.0,24.7
342600010074,J.H.S. 074 Nathaniel Hawthorne,26Q074,Middle/Junior High School,6,8,Yes,,No,,978,0,0,447,45,140,2.0,64.0,18.7,4.0,9.3,6.0,104.0,66.0,38.0
342600010094,P.S. 094 David D. Porter,26Q094,Elementary School,K,5,Yes,,No,,306,14,1,145,35,40,3.0,22.0,9.4,1.0,3.8,2.0,41.2,25.0,16.2
342600010098,P.S. 098 The Douglaston School,26Q098,Elementary School,K,5,Yes,,No,,212,14,1,56,11,43,2.5,23.0,4.2,1.0,4.5,2.0,37.2,25.5,11.7
342600010115,The James J. Ambrose School,26Q115,Elementary School,K,5,Yes,,No,,526,42,4,231,51,52,3.0,35.0,13.5,2.0,3.9,3.0,60.4,38.0,22.4
342600010133,P.S. 133 Queens,26Q133,Elementary School,K,5,Yes,,No,,486,53,5,285,36,63,4.0,36.0,16.5,1.0,4.8,3.0,65.3,40.0,25.3
342600010158,M.S. 158 Marie Curie,26Q158,Middle/Junior High School,6,8,Yes,,No,,703,0,0,403,47,106,3.0,59.0,17.6,4.0,5.0,3.2,91.8,62.0,29.8
342600010159,P.S. 159,26Q159,Elementary School,K,5,Yes,,No,,547,34,3,283,129,90,0.0,41.0,16.2,2.0,5.8,2.9,67.9,41.0,26.9
342600010162,P.S. 162 John Golden,26Q162,Elementary School,K,5,Yes,,No,,499,14,1,325,151,81,3.0,37.0,19.6,2.0,3.9,3.0,68.5,40.0,28.5
342600010172,Irwin Altman Middle School 172,26Q172,Middle/Junior High School,6,8,Yes,,No,,802,0,0,449,47,129,2.0,54.0,9.2,4.0,6.8,3.0,79.0,56.0,23.0
342600010173,P.S. 173 Fresh Meadows,26Q173,Elementary School,K,5,Yes,,No,,873,28,3,512,120,134,9.0,56.0,29.5,3.0,5.8,3.7,107.0,65.0,42.0
342600010178,P.S./ IS 178 Holliswood,26Q178,K-8 School,K,8,Yes,,No,,424,39,4,175,32,62,7.0,39.0,14.4,2.0,3.9,3.0,69.3,46.0,23.3
342600010186,P.S. 186 Castlewood,26Q186,Elementary School,K,5,Yes,,No,,343,24,2,128,10,110,2.7,59.0,14.1,2.0,7.4,2.0,87.2,61.7,25.5
342600010188,P.S. 188 Kingsbury,26Q188,Elementary School,K,5,Yes,,No,,592,28,3,186,49,53,4.0,38.0,12.9,2.0,4.6,3.0,64.5,42.0,22.5
342600010191,P.S. 191 Mayflower,26Q191,Elementary School,K,5,Yes,,No,,326,28,3,196,38,54,5.4,23.0,13.2,2.0,3.7,2.2,49.5,28.4,21.1
342600010203,P.S. 203 Oakland Gardens,26Q203,Elementary School,K,5,Yes,,No,,687,42,4,296,96,76,1.0,53.0,24.5,2.0,3.9,4.0,88.4,54.0,34.4
342600010205,P.S. 205 Alexander Graham Bell,26Q205,Elementary School,K,5,Yes,,No,,249,28,3,80,23,33,0.5,22.0,8.6,1.0,2.8,2.0,36.9,22.5,14.4
342600010213,P.S. 213 The Carl Ullman School,26Q213,Elementary School,K,5,Yes,,No,,345,42,4,188,57,61,2.0,31.0,20.4,2.0,3.0,2.0,60.4,33.0,27.4
342600010216,J.H.S. 216 George J. Ryan,26Q216,Middle/Junior High School,6,8,Yes,,No,,"1,323",0,0,875,80,138,10.0,75.0,14.2,5.0,5.0,3.0,112.2,85.0,27.2
342600010221,P.S. 221 The North Hills School,26Q221,Elementary School,K,5,Yes,,No,,546,25,2,212,64,75,3.7,36.0,18.0,2.0,4.8,3.0,67.5,39.7,27.8
342600010266,P.S./I.S. 266,26Q266,K-8 School,K,8,Yes,,No,,475,14,1,230,16,115,1.0,48.0,16.4,2.0,6.7,3.0,77.1,49.0,28.1
342600010376,P.S. 376,26Q376,Elementary School,K,5,Yes,,No,,380,53,5,199,77,50,8.4,25.0,12.7,2.0,2.9,2.0,53.0,33.4,19.6
342600010390,The CIVIC School of Bayside Hills,26Q390,Elementary School,K,2,No,No,No,,74,25,2,25,0,8,4.0,6.0,3.0,1.0,1.0,1.0,16.0,10.0,6.0
342600011315,Business Technology Early College High School,26Q315,Senior High School,9,12,Yes,,No,,533,0,0,380,20,81,5.7,30.0,3.9,3.0,5.9,4.0,52.5,35.7,16.8
342600011415,Benjamin N. Cardozo High School,26Q415,Senior High School,9,12,Yes,,No,,"3,018",0,0,"2,086",154,454,15.0,179.0,31.1,10.0,17.0,12.0,264.1,194.0,70.1
342600011430,Francis Lewis High School,26Q430,Senior High School,9,12,Yes,,No,,"4,004",0,0,"2,788",483,573,10.7,234.0,70.8,10.0,28.7,15.0,369.2,244.7,124.5
342600011435,Martin Van Buren High School,26Q435,Senior High School,9,12,Yes,,No,,"1,047",0,0,789,136,175,7.0,67.0,12.9,9.0,8.8,7.9,112.6,74.0,38.6
342600011495,Bayside High School,26Q495,Senior High School,9,12,Yes,,No,,"3,027",0,0,"2,139",258,471,14.7,156.0,43.1,12.0,22.8,10.0,258.6,170.7,87.9
342600011566,"Queens High School of Teaching, Liberal Arts and the Sciences",26Q566,Senior High School,9,12,Yes,,No,,916,0,0,570,30,153,9.0,64.0,10.5,5.7,8.0,7.0,104.2,73.0,31.2
342700010042,P.S./M.S 042 R. Vernam,27Q042,K-8 School,K,8,Yes,,No,,496,50,5,471,13,131,1.7,47.0,17.9,3.0,12.2,3.5,85.3,48.7,36.6
342700010043,P.S. 043,27Q043,K-8 School,K,8,Yes,,No,,597,64,6,519,50,143,6.0,57.0,21.8,4.0,6.9,3.0,98.7,63.0,35.7
342700010045,P.S. 045 Clarence Witherspoon,27Q045,Elementary School,K,5,Yes,,No,,211,61,6,176,28,35,0.0,24.0,16.0,2.0,3.8,0.0,45.8,24.0,21.8
342700010047,P.S. 047 Chris Galas,27Q047,K-8 School,K,8,Yes,,No,,207,25,2,78,8,59,3.0,28.0,14.2,2.0,4.0,1.0,52.2,31.0,21.2
342700010051,P.S. 051,27Q051,Elementary School,K,1,Yes,,No,,119,28,3,96,37,21,3.0,15.0,5.4,1.0,1.0,2.0,27.4,18.0,9.4
342700010053,M.S. 053 Brian Piccolo,27Q053,Middle/Junior High School,6,8,Yes,,No,,221,0,0,212,44,71,1.0,19.0,7.6,2.0,3.0,2.0,34.6,20.0,14.6
342700010056,P.S. 056 Harry Eichler,27Q056,Elementary School,2,5,Yes,,No,,315,0,0,241,82,64,3.6,26.0,10.5,2.0,4.2,2.0,48.3,29.6,18.7
342700010060,P.S. 060 Woodhaven,27Q060,Elementary School,K,5,Yes,,No,,849,126,11,666,202,126,10.0,64.0,21.1,5.0,5.7,6.0,111.8,74.0,37.8
342700010062,P. S. 62 - Chester Park School,27Q062,Elementary School,K,5,Yes,,No,,719,42,4,544,73,109,5.0,55.0,25.7,4.0,4.8,5.0,99.5,60.0,39.5
342700010063,P.S. 063 Old South,27Q063,Elementary School,K,5,Yes,,No,,858,100,9,686,162,120,0.0,73.0,34.7,4.2,7.6,5.7,125.2,73.0,52.2
342700010064,P.S. 064 Joseph P. Addabbo,27Q064,Elementary School,K,5,Yes,,No,,473,25,2,360,121,69,5.7,30.0,9.6,2.0,4.8,3.0,55.1,35.7,19.4
342700010065,P.S. 65 - The Raymond York Elementary School,27Q065,Elementary School,K,5,Yes,,No,,352,39,4,241,37,61,4.0,30.0,9.8,2.0,1.9,2.0,49.7,34.0,15.7
342700010066,P.S. 066 Jacqueline Kennedy Onassis,27Q066,Elementary School,K,5,Yes,,No,,420,39,4,329,140,79,4.0,33.6,21.7,3.0,4.4,4.0,70.7,37.6,33.1
342700010090,P.S. 090 Horace Mann,27Q090,Elementary School,K,5,Yes,,No,,492,53,5,439,124,95,5.0,44.0,27.3,2.0,4.8,3.0,86.1,49.0,37.1
342700010096,P.S. 096,27Q096,Elementary School,K,5,Yes,,No,,275,28,3,231,34,16,3.0,18.0,3.6,2.0,1.0,2.0,29.6,21.0,8.6
342700010097,P.S. 097 Forest Park,27Q097,Elementary School,K,5,Yes,,No,,520,28,3,444,146,91,7.5,38.0,18.0,3.0,3.9,5.0,75.4,45.5,29.9
342700010100,P.S. 100 Glen Morris,27Q100,Elementary School,K,5,Yes,,No,,614,67,6,384,56,111,2.0,59.0,24.2,2.0,6.7,3.0,96.9,61.0,35.9
342700010104,P.S. 104 The Bays Water,27Q104,Elementary School,K,5,Yes,,No,,506,42,4,416,105,106,6.0,45.0,19.6,3.0,7.9,4.0,85.5,51.0,34.5
342700010105,P.S. 105 The Bay School,27Q105,K-8 School,K,8,Yes,,No,,619,39,4,576,23,179,11.0,52.0,22.8,3.0,10.6,5.0,104.4,63.0,41.4
342700010106,Lighthouse Elementary School,27Q106,Elementary School,K,5,Yes,,No,,108,14,1,103,13,34,6.0,10.0,6.0,2.0,3.8,2.0,29.8,16.0,13.8
342700010108,P.S. 108 Captain Vincent G. Fowler,27Q108,Elementary School,K,5,Yes,,No,,"1,037",53,5,842,74,165,5.5,76.0,35.2,5.0,6.8,7.0,135.5,81.5,54.0
342700010114,P.S./M.S. 114 Belle Harbor,27Q114,K-8 School,K,8,Yes,,No,,505,28,3,146,5,125,5.5,46.0,23.5,3.0,4.8,3.0,85.8,51.5,34.3
342700010123,P.S. 123,27Q123,Elementary School,K,5,Yes,,No,,445,53,5,370,38,83,3.7,37.0,20.8,3.0,3.9,3.2,71.6,40.7,30.9
342700010124,P.S. 124 Osmond A Church,27Q124,K-8 School,K,8,Yes,,No,,928,0,0,627,86,96,9.0,55.0,12.1,4.0,6.0,4.0,90.1,64.0,26.1
342700010137,M.S. 137 America's School of Heroes,27Q137,Middle/Junior High School,6,8,Yes,,No,,"1,653",0,0,"1,386",184,278,16.5,100.0,26.1,7.0,8.8,9.0,167.4,116.5,50.9
342700010146,P.S. 146 Howard Beach,27Q146,K-8 School,K,8,Yes,,No,,453,25,2,254,18,105,8.0,35.0,15.7,3.0,5.7,3.0,70.4,43.0,27.4
342700010155,P.S. 155,27Q155,Elementary School,K,5,Yes,,No,,437,53,5,356,34,51,1.0,35.0,11.6,3.0,3.9,2.4,56.9,36.0,20.9
342700010183,P.S. 183 Dr. Richard R. Green,27Q183,K-8 School,K,8,Yes,,No,,408,50,5,378,36,123,3.0,42.0,22.2,2.0,4.8,4.0,78.0,45.0,33.0
342700010197,P.S. 197 The Ocean School,27Q197,Elementary School,K,5,Yes,,No,,321,75,7,287,67,69,5.0,30.0,14.6,2.0,5.2,2.0,58.8,35.0,23.8
342700010202,J.H.S. 202 Robert H. Goddard,27Q202,Middle/Junior High School,6,8,Yes,,No,,742,0,0,588,76,126,5.0,59.0,16.7,5.0,6.9,5.2,97.8,64.0,33.8
342700010207,P.S. 207 Rockwood Park,27Q207,K-8 School,K,8,Yes,,No,,532,75,7,184,5,114,1.0,63.0,20.2,3.0,7.7,3.0,97.9,64.0,33.9
342700010210,J.H.S. 210 Elizabeth Blackwell,27Q210,Middle/Junior High School,6,8,Yes,,No,,"1,430",0,0,"1,246",267,286,12.0,110.0,25.9,6.0,8.7,6.0,168.6,122.0,46.6
342700010223,P.S. 223 Lyndon B. Johnson,27Q223,Elementary School,K,5,Yes,,No,,411,61,6,330,38,84,1.0,40.0,14.7,3.0,4.8,6.0,69.5,41.0,28.5
342700010226,J.H.S. 226 Virgil I. Grissom,27Q226,Middle/Junior High School,6,8,Yes,,No,,915,0,0,791,68,198,9.0,60.0,16.1,6.0,9.1,5.0,105.2,69.0,36.2
342700010232,P.S. 232 Lindenwood,27Q232,K-8 School,K,8,Yes,,No,,748,39,4,451,30,161,4.0,57.0,13.8,3.0,6.8,2.0,86.6,61.0,25.6
342700010253,P.S. 253,27Q253,Elementary School,K,5,Yes,,No,,445,35,3,430,150,97,2.7,41.0,16.2,3.0,6.7,3.0,72.6,43.7,28.9
342700010254,P.S. 254 - The Rosa Parks School,27Q254,Elementary School,K,5,Yes,,No,,426,64,6,331,117,66,2.0,40.0,16.3,3.0,3.8,3.0,68.1,42.0,26.1
342700010273,P.S. 273,27Q273,Elementary School,K,5,Yes,,No,,286,28,3,238,54,54,4.0,23.0,9.0,1.0,3.9,2.0,42.9,27.0,15.9
342700010282,Knowledge and Power Preparatory Academy VI,27Q282,Middle/Junior High School,6,8,Yes,,No,,250,0,0,221,27,41,4.0,14.0,2.0,3.0,2.0,2.7,27.7,18.0,9.7
342700010297,Hawtree Creek Middle School,27Q297,Middle/Junior High School,6,8,Yes,,No,,373,0,0,286,22,73,4.0,22.7,6.0,2.0,3.0,3.0,40.7,26.7,14.0
342700010306,New York City Academy for Discovery,27Q306,Elementary School,K,5,Yes,,No,,332,28,3,275,70,80,3.0,28.0,12.0,2.0,3.9,2.0,50.9,31.0,19.9
342700010314,Epic High School - South,27Q314,Senior High School,9,12,Yes,,No,,384,0,0,253,19,73,10.0,20.0,4.7,3.0,3.9,5.0,46.6,30.0,16.6
342700010316,Queens Explorers Elementary School,27Q316,Elementary School,K,5,Yes,,No,,348,33,3,275,28,50,3.0,29.0,12.3,1.0,2.0,2.0,49.3,32.0,17.3
342700010317,Waterside Children's Studio School,27Q317,Elementary School,K,5,Yes,,No,,384,28,3,259,36,84,1.0,45.0,13.0,3.0,5.5,2.0,69.5,46.0,23.5
342700010318,Waterside School for Leadership,27Q318,Middle/Junior High School,6,8,Yes,,No,,170,0,0,133,12,55,0.0,17.0,2.6,1.0,2.0,2.0,24.6,17.0,7.6
342700010319,Village Academy,27Q319,Middle/Junior High School,6,8,Yes,,No,,323,0,0,308,63,111,18.0,21.0,5.0,4.0,2.0,3.0,53.0,39.0,14.0
342700010323,Scholars' Academy,27Q323,Junior-Senior High School,6,12,Yes,,No,,"1,071",0,0,521,5,162,8.0,66.0,14.3,5.0,7.7,5.0,106.0,74.0,32.0
342700010333,Goldie Maple Academy,27Q333,K-8 School,K,8,Yes,,No,,298,42,4,246,4,53,6.5,24.0,10.7,2.0,1.0,3.0,47.2,30.5,16.7
342700010362,Wave Preparatory Elementary School,27Q362,Elementary School,K,5,Yes,,No,,429,39,4,368,125,86,4.0,32.0,10.0,2.0,2.9,3.0,53.9,36.0,17.9
342700010377,P.S. 377,27Q377,Elementary School,K,5,Yes,,No,,338,89,8,217,30,49,6.4,31.0,13.6,2.0,2.9,3.0,58.9,37.4,21.5
342700011260,Frederick Douglass Academy VI High School,27Q260,Senior High School,9,12,Yes,,No,,258,0,0,203,73,62,1.0,25.0,3.0,3.0,4.0,3.0,39.0,26.0,13.0
342700011261,Voyages Prep - South Queens,27Q261,Senior High School,9,12,Yes,,No,,229,0,0,174,17,46,0.0,20.0,0.0,3.0,3.0,4.0,30.0,20.0,10.0
342700011262,Channel View School for Research,27Q262,Junior-Senior High School,6,12,Yes,,No,,"1,130",0,0,770,45,182,22.0,76.0,19.7,5.7,9.9,7.5,140.8,98.0,42.8
342700011302,"Queens High School for Information, Research, and Technology",27Q302,Senior High School,9,12,Yes,,No,,487,0,0,369,85,89,7.0,28.0,2.5,4.0,4.0,5.0,50.5,35.0,15.5
342700011308,Robert H. Goddard High School of Communication Arts and Technology,27Q308,Senior High School,9,12,Yes,,No,,598,0,0,459,22,108,1.0,39.0,5.0,3.0,4.0,6.3,58.3,40.0,18.3
342700011309,Academy of Medical Technology: A College Board School,27Q309,Junior-Senior High School,6,12,Yes,,No,,586,0,0,471,105,99,4.0,46.0,5.0,4.0,3.0,2.0,64.0,50.0,14.0
342700011324,Rockaway Park High School for Environmental Sustainability,27Q324,Senior High School,9,12,Yes,,No,,232,0,0,199,23,89,2.0,20.0,6.0,3.0,2.0,2.0,35.0,22.0,13.0
342700011334,Epic High School - North,27Q334,Senior High School,9,12,Yes,,No,,352,0,0,245,41,61,7.5,22.0,1.6,1.0,3.5,3.0,38.6,29.5,9.1
342700011351,Rockaway Collegiate High School,27Q351,Senior High School,9,12,Yes,,No,,228,0,0,188,28,81,6.0,20.0,1.0,2.0,3.0,5.0,37.0,26.0,11.0
342700011400,August Martin High School,27Q400,Senior High School,9,12,Yes,,No,,594,0,0,447,62,146,6.0,37.0,1.0,3.0,5.0,7.0,59.0,43.0,16.0
342700011475,Richmond Hill High School,27Q475,Senior High School,9,12,Yes,,No,,"1,599",0,0,"1,243",312,279,20.0,96.0,21.7,11.0,13.0,13.0,174.7,116.0,58.7
342700011480,John Adams High School,27Q480,Senior High School,9,12,Yes,,No,,"2,190",0,0,"1,773",255,333,22.0,151.0,37.5,10.0,18.9,15.0,254.4,173.0,81.4
342700011650,"High School for Construction Trades, Engineering and Architecture",27Q650,Senior High School,9,12,Yes,,No,,"1,003",0,0,739,16,159,9.0,59.0,11.0,4.0,8.8,9.0,100.8,68.0,32.8
342800010008,J.H.S. 008 Richard S. Grossley,28Q008,Middle/Junior High School,6,8,Yes,,No,,360,0,0,299,33,76,2.0,32.0,8.7,2.0,4.0,3.0,51.7,34.0,17.7
342800010040,P.S. 040 Samuel Huntington,28Q040,Elementary School,K,5,Yes,,No,,321,28,3,283,42,73,4.0,25.0,14.0,2.0,4.8,3.0,52.8,29.0,23.8
342800010048,David N. Dinkins School,28Q048,Elementary School,K,5,Yes,,No,,350,39,4,306,34,58,2.0,34.0,12.4,2.0,4.8,3.0,58.2,36.0,22.2
342800010050,P.S. 050 Talfourd Lawn Elementary School,28Q050,Elementary School,K,5,Yes,,No,,624,67,6,526,116,95,9.7,48.0,24.4,3.0,4.7,4.0,93.8,57.7,36.1
342800010054,P.S. 054 Hillside,28Q054,Elementary School,K,5,Yes,,No,,415,0,0,327,99,61,7.0,30.0,14.7,2.0,4.5,2.0,60.2,37.0,23.2
342800010055,P.S. 055 Maure,28Q055,Elementary School,K,5,Yes,,No,,384,67,6,292,35,60,1.0,37.0,12.2,2.0,5.7,4.0,61.9,38.0,23.9
342800010072,Catherine & Count Basie Middle School 72,28Q072,Middle/Junior High School,6,8,Yes,,No,,299,0,0,244,23,83,2.0,24.0,6.2,2.0,7.7,3.0,44.9,26.0,18.9
342800010080,PS 80 The Thurgood Marshall Magnet School of Multimedia and Communication,28Q080,Elementary School,K,5,Yes,,No,,324,39,4,253,15,70,4.0,28.0,16.8,3.0,7.5,3.0,62.3,32.0,30.3
342800010082,P.S. 082 Hammond,28Q082,Elementary School,K,5,Yes,,No,,566,0,0,440,173,104,14.0,39.0,16.2,3.0,5.0,3.0,80.2,53.0,27.2
342800010086,P.S. Q086,28Q086,Elementary School,K,5,Yes,,No,,536,28,3,410,158,81,1.0,46.0,11.4,2.0,4.8,4.0,69.2,47.0,22.2
342800010099,P.S. 099 Kew Gardens,28Q099,Elementary School,K,6,Yes,,No,,686,0,0,411,74,125,3.0,52.0,23.8,3.0,7.4,4.7,93.9,55.0,38.9
342800010101,P.S. 101 School in the Gardens,28Q101,Elementary School,K,5,Yes,,No,,449,14,1,87,16,78,3.0,35.0,12.6,3.0,6.6,2.7,62.9,38.0,24.9
342800010117,P.S. 117 J. Keld / Briarwood School,28Q117,Elementary School,K,5,Yes,,No,,662,56,5,445,113,118,3.0,63.0,22.8,3.0,6.6,3.0,101.4,66.0,35.4
342800010121,P.S. 121 Queens,28Q121,Elementary School,K,5,Yes,,No,,692,28,3,521,33,101,5.0,45.0,16.2,3.0,3.9,3.0,76.1,50.0,26.1
342800010139,P.S. 139 Rego Park,28Q139,Elementary School,K,5,Yes,,No,,547,0,0,331,137,101,2.0,43.0,14.2,2.0,4.8,3.0,69.0,45.0,24.0
342800010140,P.S. 140 Edward K Ellington,28Q140,Elementary School,K,5,Yes,,No,,314,25,2,261,31,50,11.0,19.0,7.0,2.0,3.9,3.2,46.1,30.0,16.1
342800010144,P.S. 144 Col Jeromus Remsen,28Q144,Elementary School,K,5,Yes,,No,,704,67,6,135,33,109,0.7,56.0,25.2,3.0,4.8,3.0,92.7,56.7,36.0
342800010157,J.H.S. 157 Stephen A. Halsey,28Q157,Middle/Junior High School,6,9,Yes,,No,,"1,529",0,0,766,153,223,27.2,80.0,40.3,6.0,8.6,8.5,170.6,107.2,63.4
342800010160,P.S. 160 Walter Francis Bishop,28Q160,Elementary School,K,5,Yes,,No,,536,67,6,433,65,93,2.5,43.0,21.6,3.0,5.7,3.0,78.8,45.5,33.3
342800010161,P.S. 161 Arthur Ashe School,28Q161,Elementary School,K,5,Yes,,No,,477,56,5,349,72,74,1.5,39.0,18.4,3.0,4.8,4.0,70.7,40.5,30.2
342800010174,P.S. 174 William Sidney Mount,28Q174,Elementary School,K,5,Yes,,No,,553,0,0,211,64,61,2.2,38.0,17.5,2.0,3.8,3.0,66.5,40.2,26.3
342800010175,P.S. 175 The Lynn Gross Discovery School,28Q175,Elementary School,K,5,Yes,,No,,544,42,4,280,49,88,3.0,44.0,23.4,3.0,5.8,4.0,83.2,47.0,36.2
342800010182,P.S. 182 Samantha Smith,28Q182,Elementary School,K,5,Yes,,No,,590,25,2,530,243,116,7.5,57.0,19.6,3.0,6.8,3.0,96.9,64.5,32.4
342800010190,J.H.S. 190 Russell Sage,28Q190,Middle/Junior High School,6,8,Yes,,No,,"1,024",0,0,458,113,131,8.5,55.0,12.0,5.0,6.8,5.0,92.3,63.5,28.8
342800010196,P.S. 196 Grand Central Parkway,28Q196,Elementary School,K,5,Yes,,No,,716,14,1,162,36,97,0.5,56.0,16.2,3.0,6.7,4.9,87.3,56.5,30.8
342800010206,P.S. 206 The Horace Harding School,28Q206,Elementary School,K,5,Yes,,No,,437,28,3,319,110,55,6.0,33.0,14.3,2.0,3.8,3.0,62.1,39.0,23.1
342800010217,J.H.S. 217 Robert A. Van Wyck,28Q217,Middle/Junior High School,6,8,Yes,,No,,"1,273",0,0,967,293,221,4.7,97.0,31.1,5.0,9.8,6.0,153.6,101.7,51.9
342800010220,P.S. 220 Edward Mandel,28Q220,Elementary School,K,5,Yes,,No,,520,28,3,361,151,57,9.0,33.0,19.8,3.5,3.9,4.0,73.2,42.0,31.2
342800010287,The Emerson School,28Q287,Middle/Junior High School,6,8,Yes,,No,,320,0,0,255,39,71,6.0,26.0,2.6,2.0,3.9,3.0,43.5,32.0,11.5
342800010303,The Academy for Excellence through the Arts,28Q303,Elementary School,K,5,Yes,,No,,391,56,5,89,4,59,7.0,28.0,2.2,2.0,1.9,2.0,43.1,35.0,8.1
342800010312,Jamaica Children's School,28Q312,Elementary School,K,5,Yes,,No,,211,0,0,177,22,53,9.0,16.0,5.4,2.0,1.9,2.0,36.3,25.0,11.3
342800010332,Redwood Middle School,28Q332,Middle/Junior High School,6,8,Yes,,No,,154,0,0,113,7,37,2.0,18.0,6.1,2.0,0.9,2.0,31.0,20.0,11.0
342800010349,The Queens School for Leadership and Excellence,28Q349,Elementary School,K,5,Yes,,No,,518,28,3,439,100,76,9.0,29.0,10.4,3.0,2.0,4.0,57.4,38.0,19.4
342800010354,The Jermaine L. Green STEM Institute of Queens,28Q354,Elementary School,K,5,Yes,,No,,414,50,5,294,10,68,6.0,32.0,17.4,2.0,4.8,3.0,65.2,38.0,27.2
342800010358,M.S. 358,28Q358,Middle/Junior High School,6,8,Yes,,No,,331,0,0,264,61,53,5.0,23.0,10.8,1.0,4.0,3.0,46.8,28.0,18.8
342800011167,Metropolitan Expeditionary Learning School,28Q167,Junior-Senior High School,6,12,Yes,,No,,813,0,0,527,40,163,11.0,60.0,8.0,2.0,5.0,5.0,91.0,71.0,20.0
342800011284,York Early College Academy,28Q284,Junior-Senior High School,6,12,Yes,,No,,562,0,0,420,6,78,3.0,30.0,4.0,4.2,3.5,3.0,47.7,33.0,14.7
342800011310,Queens Collegiate: A College Board School,28Q310,Junior-Senior High School,6,12,Yes,,No,,668,0,0,560,61,98,4.0,40.0,4.0,4.0,3.0,7.7,62.7,44.0,18.7
342800011325,Hillside Arts & Letters Academy,28Q325,Senior High School,9,12,Yes,,No,,376,0,0,257,53,74,4.0,25.0,2.0,3.0,3.0,3.0,40.0,29.0,11.0
342800011328,High School for Community Leadership,28Q328,Senior High School,9,12,Yes,,No,,470,0,0,346,42,79,5.0,25.0,1.0,3.0,5.0,4.0,43.0,30.0,13.0
342800011338,Queens Satellite High School for Opportunity,28Q338,Senior High School,9,12,Yes,,No,,99,0,0,76,10,9,0.0,8.0,1.0,2.0,3.0,3.0,17.0,8.0,9.0
342800011350,Jamaica Gateway to the Sciences,28Q350,Senior High School,9,12,Yes,,No,,519,0,0,371,76,84,6.0,24.0,6.0,3.0,5.0,4.0,48.0,30.0,18.0
342800011440,Forest Hills High School,28Q440,Senior High School,9,12,Yes,,No,,"3,500",0,0,"2,521",307,588,28.0,192.0,27.7,11.0,22.9,15.0,296.6,220.0,76.6
342800011505,Hillcrest High School,28Q505,Senior High School,9,12,Yes,,No,,"2,365",0,0,"1,900",431,274,11.0,140.0,29.6,13.0,16.8,15.0,225.4,151.0,74.4
342800011620,Thomas A. Edison Career and Technical Education High School,28Q620,Senior High School,9,12,Yes,,No,,"2,118",0,0,"1,556",50,298,19.0,108.0,33.1,11.0,13.0,10.0,194.1,127.0,67.1
342800011680,Queens Gateway to Health Sciences Secondary School,28Q680,Junior-Senior High School,6,12,Yes,,No,,674,0,0,378,17,104,7.0,37.0,9.4,2.5,4.0,4.0,63.9,44.0,19.9
342800011686,Queens Metropolitan High School,28Q686,Senior High School,9,12,Yes,,No,,965,0,0,534,58,163,3.0,59.0,11.0,5.0,7.9,8.0,93.9,62.0,31.9
342800011687,Queens High School for the Sciences at York College,28Q687,Senior High School,9,12,Yes,,No,,510,0,0,319,0,4,6.0,21.0,2.6,3.0,6.0,4.0,42.6,27.0,15.6
342800011690,High School for Law Enforcement and Public Safety,28Q690,Senior High School,9,12,Yes,,No,,372,0,0,280,27,84,3.0,27.0,6.0,3.0,5.8,2.0,46.8,30.0,16.8
342800011896,"Young Women's Leadership School, Queens",28Q896,Junior-Senior High School,6,12,Yes,,No,,557,0,0,391,15,91,7.0,29.0,1.3,3.0,2.0,3.0,45.3,36.0,9.3
342900010015,P.S. 015 Jackie Robinson,29Q015,Elementary School,K,5,Yes,,No,,295,28,3,226,25,60,1.0,24.0,9.6,2.0,1.9,2.0,40.5,25.0,15.5
342900010033,P.S. 033 Edward M. Funk,29Q033,Elementary School,K,5,Yes,,No,,696,28,3,499,122,96,1.0,56.0,15.6,3.0,7.2,4.0,86.8,57.0,29.8
