School Year,BEDS Code,School Name,District Name,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive,County,Need/Resource Category,Grade Organization
2010-2011,321100011513,New World High School,New York City Geographic District #11,Public,368,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,BRONX,New York City,Senior High
2010-2011,321100010468,Pelham Academy Of Academics And Community Engagement,New York City Geographic District #11,Public,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRONX,New York City,Junior High School
2010-2011,321100011542,Pelham Preparatory Academy,New York City Geographic District #11,Public,501,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,10,0,6,0,0,0,0,0,0,1,0,0,0,2,0,0,0,41,BRONX,New York City,Senior High
2010-2011,321100010103,Ps 103 Hector Fontanez,New York City Geographic District #11,Public,1152,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,17,1,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,4,BRONX,New York City,Elementary
2010-2011,321100010105,Ps 105 Senator Abraham Bernstein,New York City Geographic District #11,Public,1490,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BRONX,New York City,Elementary
2010-2011,321100010106,Ps 106 Parkchester,New York City Geographic District #11,Public,1232,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,2,3,16,2,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,6,BRONX,New York City,Elementary
2010-2011,321100010108,Ps 108 Philip J Abinanti,New York City Geographic District #11,Public,580,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRONX,New York City,Elementary
2010-2011,321100010111,Ps 111 Seton Falls,New York City Geographic District #11,Public,707,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,BRONX,New York City,Elementary
2010-2011,321100010112,Ps 112 Bronxwood,New York City Geographic District #11,Public,515,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRONX,New York City,Elementary
2010-2011,321100010121,Ps 121 Throop,New York City Geographic District #11,Public,955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRONX,New York City,Elementary
2010-2011,321100010153,Ps 153 Helen Keller,New York City Geographic District #11,Public,590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,BRONX,New York City,Elementary
2010-2011,321100010016,Ps 16 Wakefield,New York City Geographic District #11,Public,611,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1,8,0,4,0,0,0,2,0,1,0,0,0,0,0,1,0,0,4,BRONX,New York City,Elementary
2010-2011,321100010160,Ps 160 Walt Disney,New York City Geographic District #11,Public,449,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,0,0,5,34,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,BRONX,New York City,Elementary
2010-2011,321100010175,Ps 175 City Island,New York City Geographic District #11,Public,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,BRONX,New York City,Elementary
2010-2011,321100010178,Ps 178 Dr Selman Waksman,New York City Geographic District #11,Public,443,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,21,1,9,0,0,0,4,0,2,0,0,0,0,0,0,0,1,21,BRONX,New York City,Elementary
2010-2011,321100010019,Ps 19 Judith K Weiss,New York City Geographic District #11,Public,525,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,8,BRONX,New York City,Elementary
2010-2011,321100010021,Ps 21 Philip H Sheridan,New York City Geographic District #11,Public,901,0,0,0,0,0,10,0,0,0,0,0,0,0,4,9,2,5,13,42,7,12,0,0,0,2,0,2,0,1,0,0,0,1,0,0,11,BRONX,New York City,Elementary
2010-2011,321100010041,Ps 41 Gun Hill Road,New York City Geographic District #11,Public,913,0,0,0,0,0,2,0,0,0,2,0,0,0,1,1,1,1,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,BRONX,New York City,Elementary
2010-2011,321100010068,Ps 68,New York City Geographic District #11,Public,780,0,0,0,0,0,2,0,0,0,1,2,0,0,1,1,0,2,3,22,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,BRONX,New York City,Elementary
2010-2011,321100010076,Ps 76 The Bennington School,New York City Geographic District #11,Public,1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,BRONX,New York City,Elementary
2010-2011,321100010078,Ps 78 Anne Hutchinson,New York City Geographic District #11,Public,725,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,18,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,0,3,BRONX,New York City,Elementary
2010-2011,321100010083,Ps 83 Donald Hertz,New York City Geographic District #11,Public,1674,0,0,0,0,0,2,0,0,0,3,0,0,0,0,1,1,1,2,14,3,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,BRONX,New York City,Elementary
2010-2011,321100010087,Ps 87,New York City Geographic District #11,Public,571,0,0,0,0,0,5,0,0,0,0,0,0,0,1,13,0,3,3,8,3,1,0,0,0,1,0,3,0,0,0,0,0,2,0,0,1,BRONX,New York City,Elementary
2010-2011,321100010089,Ps 89,New York City Geographic District #11,Public,1335,0,0,0,0,0,4,0,0,0,1,0,0,0,0,6,1,0,5,34,0,2,0,0,1,0,0,1,1,1,0,0,0,2,1,0,20,BRONX,New York City,Elementary
2010-2011,321100010096,Ps 96 Richard Rodgers,New York City Geographic District #11,Public,1039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRONX,New York City,Elementary
2010-2011,321100010097,Ps 97,New York City Geographic District #11,Public,728,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,BRONX,New York City,Elementary
2010-2011,321100010194,Ps/Ms 194,New York City Geographic District #11,Public,1362,0,0,0,0,0,3,0,1,0,2,0,0,0,0,2,0,0,1,26,0,6,0,0,1,0,0,4,0,0,0,0,0,4,1,2,12,BRONX,New York City,Elementary
2010-2011,321100010498,Ps/Ms 498 Van Nest Academy,New York City Geographic District #11,Public,209,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,4,14,0,5,0,0,0,1,0,0,0,2,0,0,0,1,1,0,11,BRONX,New York City,Elementary
2010-2011,321100010370,School Of Diplomacy,New York City Geographic District #11,Public,454,0,0,0,0,0,2,0,0,0,1,0,0,0,0,6,0,2,1,12,0,3,0,0,0,0,0,3,0,0,0,0,2,1,0,0,4,BRONX,New York City,Middle School
2010-2011,321100010289,Young Scholars Academy Of The Bronx,New York City Geographic District #11,Public,401,0,0,0,0,0,4,0,1,0,1,0,0,0,1,5,0,0,2,12,0,7,0,0,0,2,0,1,0,0,0,0,1,1,1,0,0,BRONX,New York City,Middle School
2010-2011,321200010341,Accion Academy,New York City Geographic District #12,Public,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,1,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,BRONX,New York City,Middle School
2010-2011,321200011446,Arturo Schomburg Satellite Academy-Bronx,New York City Geographic District #12,Public,293,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,1,0,0,0,0,0,1,1,0,20,BRONX,New York City,Senior High
2010-2011,321200011479,Bronx Career And College Preparatory High School,New York City Geographic District #12,Public,153,0,0,0,0,0,2,0,1,0,0,1,0,0,0,2,0,0,0,17,1,19,0,0,0,1,0,2,0,1,0,0,0,0,1,1,21,BRONX,New York City,Senior High
2010-2011,321200011680,Bronx Coalition Community High School,New York City Geographic District #12,Public,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,BRONX,New York City,Senior High
2010-2011,321200011267,Bronx Latin School,New York City Geographic District #12,Public,355,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,24,0,19,0,0,0,3,0,4,0,0,0,0,0,0,0,0,133,BRONX,New York City,Junior Senior School
2010-2011,321200011691,Bronx Little School,New York City Geographic District #12,Public,284,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,BRONX,New York City,Elementary
2010-2011,321200011480,Bronx Regional High School,New York City Geographic District #12,Public,335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,BRONX,New York City,Senior High
2010-2011,321200011271,East Bronx Academy For The Future,New York City Geographic District #12,Public,629,0,0,0,0,0,1,0,1,0,1,0,0,0,1,3,0,1,1,45,1,23,0,0,0,5,0,8,0,0,0,0,0,4,2,1,103,BRONX,New York City,Junior Senior School
2010-2011,321200010383,Emolior Academy,New York City Geographic District #12,Public,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,BRONX,New York City,Middle School
2010-2011,321200010384,Entrada Academy,New York City Geographic District #12,Public,344,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,BRONX,New York City,Middle School
2010-2011,321200010190,Esmt-Is 190,New York City Geographic District #12,Public,250,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5,0,1,1,6,2,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,2,BRONX,New York City,Middle School
2010-2011,321200011251,Explorations Academy,New York City Geographic District #12,Public,371,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,17,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,17,BRONX,New York City,Senior High
2010-2011,321200011682,Fannie Lou Hamer Freedom High School,New York City Geographic District #12,Public,507,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,21,0,10,0,0,0,0,0,1,0,0,0,0,0,4,4,2,20,BRONX,New York City,Senior High
2010-2011,321200010286,Fannie Lou Hamer Middle School,New York City Geographic District #12,Public,241,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,11,0,11,0,0,0,1,0,3,0,1,0,0,0,0,0,0,17,BRONX,New York City,Middle School
2010-2011,321200010273,Frederick Douglas Academy V Middle School,New York City Geographic District #12,Public,261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,BRONX,New York City,Middle School
2010-2011,321200011550,High School Of World Cultures,New York City Geographic District #12,Public,379,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,BRONX,New York City,Senior High
2010-2011,321200010318,"Is 318 Math, Science & Tech Through Arts School",New York City Geographic District #12,Public,378,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,1,BRONX,New York City,Middle School
2010-2011,321200010098,Jhs 98 Herman Ridder,New York City Geographic District #12,Public,468,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,7,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,BRONX,New York City,Middle School
2010-2011,321200010316,Knowledge And Power Preparatory Academy Iii,New York City Geographic District #12,Public,274,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,7,2,4,0,0,1,0,0,0,0,0,0,0,0,4,0,0,4,BRONX,New York City,Middle School
2010-2011,321200011248,Metropolitan High School (The),New York City Geographic District #12,Public,324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,8,1,5,0,0,0,0,0,0,1,0,0,0,1,2,0,0,12,BRONX,New York City,Senior High
2010-2011,321200011690,Monroe Academy For Business/Law,New York City Geographic District #12,Public,385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,1,15,BRONX,New York City,Senior High
2010-2011,321200011692,Monroe Academy For Visual Arts & Design,New York City Geographic District #12,Public,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,3,BRONX,New York City,Senior High
2010-2011,321200010242,Mott Hall V,New York City Geographic District #12,Public,384,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,0,6,0,0,0,2,0,2,0,0,0,0,0,2,0,0,27,BRONX,New York City,Junior High School
2010-2011,321200011245,New Day Academy,New York City Geographic District #12,Public,340,0,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,2,4,50,1,24,0,0,0,2,0,2,0,0,0,0,0,3,0,2,77,BRONX,New York City,Junior Senior School
2010-2011,321200011388,Pan American International High School At Monroe,New York City Geographic District #12,Public,337,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,2,12,0,11,0,0,0,1,0,0,0,0,0,0,1,1,0,2,17,BRONX,New York City,Senior High
2010-2011,321200011278,Peace And Diversity Academy,New York City Geographic District #12,Public,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,BRONX,New York City,Senior High
2010-2011,321200011262,Performance Conservatory High School,New York City Geographic District #12,Public,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,1,20,BRONX,New York City,Senior High
2010-2011,321200010102,Ps 102 Joseph O Loretan,New York City Geographic District #12,Public,943,0,0,0,0,0,6,0,0,0,2,0,0,0,0,12,1,1,4,50,4,9,0,0,0,3,0,3,1,0,0,0,0,3,0,0,24,BRONX,New York City,Elementary
2010-2011,321200010129,Ps 129 Twins Parks Upper,New York City Geographic District #12,Public,576,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,BRONX,New York City,Middle School
2010-2011,321200010134,Ps 134 George F Bristow,New York City Geographic District #12,Public,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,BRONX,New York City,Elementary
2010-2011,321200010150,Ps 150 Charles James Fox,New York City Geographic District #12,Public,905,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,8,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,BRONX,New York City,Elementary
2010-2011,321200010195,Ps 195,New York City Geographic District #12,Public,781,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,BRONX,New York City,Elementary
2010-2011,321200010196,Ps 196,New York City Geographic District #12,Public,789,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,BRONX,New York City,Elementary
2010-2011,321200010198,Ps 198,New York City Geographic District #12,Public,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,BRONX,New York City,Elementary
2010-2011,321200010211,Ps 211,New York City Geographic District #12,Public,681,0,0,0,0,0,2,0,0,0,1,0,0,0,0,4,0,1,1,27,0,9,0,0,0,4,0,1,0,0,0,0,0,3,0,0,3,BRONX,New York City,Elementary
2010-2011,321200010212,Ps 212,New York City Geographic District #12,Public,382,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,30,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,BRONX,New York City,Elementary
2010-2011,321200010214,Ps 214,New York City Geographic District #12,Public,924,0,0,0,0,0,5,0,0,0,1,0,0,0,1,1,0,1,5,3,2,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,BRONX,New York City,Elementary
2010-2011,321200010044,Ps 44 David C Farragut,New York City Geographic District #12,Public,350,0,0,0,0,0,2,0,0,0,1,0,0,0,0,5,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BRONX,New York City,Elementary
2010-2011,321200010047,Ps 47 John Randolph,New York City Geographic District #12,Public,1129,0,0,0,0,0,2,0,0,0,2,1,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,2,BRONX,New York City,Elementary
2010-2011,321200010050,Ps 50 Clara Barton,New York City Geographic District #12,Public,529,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,1,1,18,0,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,6,BRONX,New York City,Elementary
2010-2011,321200010057,Ps 57 Crescent,New York City Geographic District #12,Public,507,0,0,0,0,0,3,0,0,0,1,0,0,0,2,5,0,0,2,6,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,BRONX,New York City,Elementary
2010-2011,321200010006,Ps 6 West Farms,New York City Geographic District #12,Public,715,0,0,0,0,0,2,0,0,0,1,0,0,0,0,6,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BRONX,New York City,Elementary
2010-2011,321200010061,Ps 61 Francisco Oller,New York City Geographic District #12,Public,395,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,BRONX,New York City,Elementary
2010-2011,321200010066,Ps 66 School Of Higher Expectations,New York City Geographic District #12,Public,637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,12,0,4,0,0,0,0,0,1,0,1,0,0,0,4,0,0,6,BRONX,New York City,Elementary
2010-2011,321200010067,Ps 67 Mohegan School,New York City Geographic District #12,Public,729,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,2,3,17,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,BRONX,New York City,Elementary
2010-2011,321200010092,Ps 92,New York City Geographic District #12,Public,516,0,0,0,0,0,4,0,0,0,0,2,0,0,1,0,0,0,0,5,2,1,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,BRONX,New York City,Elementary
2010-2011,321200010217,School Of Performing Arts,New York City Geographic District #12,Public,341,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,1,19,1,15,0,0,0,0,0,2,0,1,0,0,0,2,0,0,26,BRONX,New York City,Middle School
2010-2011,321200010300,School Of Science And Applied Learning,New York City Geographic District #12,Public,599,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,BRONX,New York City,Elementary
2010-2011,321200011478,The Cinema School,New York City Geographic District #12,Public,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRONX,New York City,Senior High
2010-2011,321200010372,Urban Assembly School For Wildlife Conservation,New York City Geographic District #12,Public,317,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,59,1,7,0,0,0,3,0,1,0,0,0,0,0,2,1,1,45,BRONX,New York City,Junior High School
2010-2011,321200010463,Urban Scholars Community School,New York City Geographic District #12,Public,241,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,BRONX,New York City,Elementary
2010-2011,321200011684,Wings Academy,New York City Geographic District #12,Public,519,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,0,2,0,35,1,22,0,0,0,1,0,1,0,1,0,0,0,2,1,0,27,BRONX,New York City,Senior High
2010-2011,331300011336,Academy Of Business And Community Development,New York City Geographic District #13,Public,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,8,0,2,0,0,0,0,0,4,0,0,0,0,0,1,0,0,12,BROOKLYN,New York City,Junior Senior School
2010-2011,331300011499,Acorn Community High School,New York City Geographic District #13,Public,748,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,4,1,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,1,BROOKLYN,New York City,Senior High
2010-2011,331300011595,Bedford Academy High School,New York City Geographic District #13,Public,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,BROOKLYN,New York City,Senior High
2010-2011,331300011575,Bedford Stuyvesant Prepretory High School,New York City Geographic District #13,Public,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,BROOKLYN,New York City,Senior High
2010-2011,331300011670,Benjamin Banneker Academy,New York City Geographic District #13,Public,833,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,BROOKLYN,New York City,Senior High
2010-2011,331300011553,Brooklyn Academy High School,New York City Geographic District #13,Public,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,3,BROOKLYN,New York City,Senior High
2010-2011,331300011412,"Brooklyn Community High Sch-Communication, Arts & Media",New York City Geographic District #13,Public,469,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,14,0,7,0,0,0,0,0,1,0,0,0,0,0,1,1,0,4,BROOKLYN,New York City,Senior High
2010-2011,331300011616,Brooklyn High School For Leadership And Community,New York City Geographic District #13,Public,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,BROOKLYN,New York City,Senior High
2010-2011,331300011439,Brooklyn International High School At Waters Edge,New York City Geographic District #13,Public,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,BROOKLYN,New York City,Senior High
2010-2011,331300011430,Brooklyn Technical High School,New York City Geographic District #13,Public,5141,0,0,0,0,0,2,0,1,0,2,1,0,0,1,0,1,0,0,4,1,4,0,0,0,2,0,3,0,0,0,0,0,6,6,1,7,BROOKLYN,New York City,Senior High
2010-2011,331300011674,"City Polytechnic High School Of Engineering, Architecture And Technolo",New York City Geographic District #13,Public,246,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,9,0,0,0,1,0,2,0,1,0,0,3,0,2,0,25,BROOKLYN,New York City,Senior High
2010-2011,331300010265,Dr Susan S Mckinney Secondary School Of The Arts,New York City Geographic District #13,Public,493,0,0,0,0,0,2,0,0,0,1,0,0,0,0,4,0,0,1,26,2,6,0,0,0,1,0,3,0,0,0,0,0,3,0,0,13,BROOKLYN,New York City,Junior Senior School
2010-2011,331300010691,Fort Green Preparatory Academy,New York City Geographic District #13,Public,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,16,0,4,0,0,0,2,0,0,0,0,0,0,0,2,0,0,4,BROOKLYN,New York City,Junior High School
2010-2011,331300011509,Freedom Academy High School,New York City Geographic District #13,Public,261,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BROOKLYN,New York City,Senior High
2010-2011,331300011605,George Westinghouse Career & Technical Ed High School,New York City Geographic District #13,Public,931,0,0,0,0,0,1,0,3,0,0,0,0,0,0,6,0,0,1,22,0,6,0,0,0,0,0,0,0,0,0,0,8,1,4,1,40,BROOKLYN,New York City,Senior High
2010-2011,331300011592,Khalil Gibran International Academy,New York City Geographic District #13,Public,111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,1,0,0,0,0,0,1,2,0,8,BROOKLYN,New York City,Middle School
2010-2011,331300010113,Ms 113 Ronald Edmonds Learning Center,New York City Geographic District #13,Public,910,0,0,0,0,0,4,0,0,0,0,4,0,0,1,6,0,1,1,19,0,10,0,0,0,3,0,6,0,2,0,0,0,5,0,0,9,BROOKLYN,New York City,Middle School
2010-2011,331300010266,Ms 266 Park Place Community Middle School,New York City Geographic District #13,Public,196,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,BROOKLYN,New York City,Middle School
2010-2011,331300010571,Ms 571,New York City Geographic District #13,Public,171,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5,2,4,0,0,0,1,0,2,0,0,0,0,0,1,0,0,11,BROOKLYN,New York City,Middle School
2010-2011,331300010596,Ms 596 Peace Academy,New York City Geographic District #13,Public,179,0,0,0,0,0,3,0,0,0,1,0,0,0,0,6,0,0,3,23,2,13,0,0,0,0,0,0,0,0,0,0,0,2,2,1,8,BROOKLYN,New York City,Middle School
2010-2011,331300010011,Ps 11 Purvis J Behan,New York City Geographic District #13,Public,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,14,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,BROOKLYN,New York City,Elementary
2010-2011,331300010133,Ps 133 William A Butler,New York City Geographic District #13,Public,280,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BROOKLYN,New York City,Elementary
2010-2011,331300010020,Ps 20 Clinton Hill,New York City Geographic District #13,Public,357,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,9,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,BROOKLYN,New York City,Elementary
