School Year,BEDS Code,School Name,District Name,School Type,Enrollment,Homicide With Weapon(s),Homicide Without Weapon(s),Forcible Sex Offenses With Weapon(s),Forcible Sex Offenses Without Weapon(s),Other Sex Offenses With Weapon(s),Other Sex Offenses Without Weapon(s),Robbery With Weapon(s),Robbery Without Weapon(s),Assault With Serious Physical Injury With Weapon(s),Assault With Serious Physical Injury Without Weapon(s),Arson With Weapon(s),Kidnapping With Weapon(s),Kidnapping Without Weapon(s),Assault with Physical Injury With Weapon(s),Assault with Physical Injury Without Weapon(s),Reckless Endangerment With Weapon(s),Reckless Endangerment Without Weapon(s),Minor Altercations With Weapon(s),Minor Altercations Without Weapon(s),"Intimidation, Harassment, Menacing, or Bullying With Weapon(s)","Intimidation, Harassment, Menacing, or Bullying Without Weapon(s)",Burglary With Weapon(s),Burglary Without Weapon(s),Criminal Mischief With Weapon(s),Criminal Mischief Without Weapon(s),"Larceny, or Other Theft With Weapon(s)","Larceny, or Other Theft Without Weapon(s)",Bomb Threat,False Alarm,Riot With Weapon(s),Riot Without Weapon(s),Weapon PossessionThrough Screening,Weapon Possession Under Other Circumstances,Drug Possession,Alcohol Possession,Other Disruptive,County,Need/Resource Category,Grade Organization
2010-2011,321000011213,Bronx Engineering And Technology Academy,New York City Geographic District #10,Public,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,BRONX,New York City,Senior High
2010-2011,321000011445,Bronx High School Of Science,New York City Geographic District #10,Public,3017,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,7,0,0,0,0,0,0,4,5,27,BRONX,New York City,Senior High
2010-2011,321000011439,Bronx High School-Law And Community Services,New York City Geographic District #10,Public,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,BRONX,New York City,Senior High
2010-2011,321000011284,Bronx School Of Law And Finance,New York City Geographic District #10,Public,410,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,8,0,7,0,0,0,0,0,1,0,0,0,0,3,0,2,1,25,BRONX,New York City,Senior High
2010-2011,321000010331,Bronx School Of Science Inquiry & Investigation,New York City Geographic District #10,Public,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,0,17,0,0,0,3,0,1,0,2,0,0,0,1,0,0,17,BRONX,New York City,Middle School
2010-2011,321000011546,Bronx Theatre High School,New York City Geographic District #10,Public,429,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,2,25,0,12,0,0,0,0,0,3,0,0,0,0,4,0,0,2,37,BRONX,New York City,Senior High
2010-2011,321000011442,Celia Cruz Bronx High School Of Music (The),New York City Geographic District #10,Public,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,6,BRONX,New York City,Senior High
2010-2011,321000010447,Creston Academy,New York City Geographic District #10,Public,234,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,15,1,4,0,0,0,3,0,1,0,0,0,0,0,1,0,0,4,BRONX,New York City,Junior High School
2010-2011,321000011440,Dewitt Clinton High School,New York City Geographic District #10,Public,4417,0,0,0,0,0,2,0,1,1,0,1,0,0,4,22,4,4,7,68,2,25,0,0,0,2,0,4,0,0,0,0,31,2,6,7,59,BRONX,New York City,Senior High
2010-2011,321000011549,Discovery High School,New York City Geographic District #10,Public,503,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,7,0,6,0,0,0,0,0,1,0,0,0,0,0,5,2,0,15,BRONX,New York City,Senior High
2010-2011,321000011459,East Fordham Academy For The Arts,New York City Geographic District #10,Public,210,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,11,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,12,BRONX,New York City,Junior High School
2010-2011,321000010382,"Elementary School For Math, Science And Technology",New York City Geographic District #10,Public,325,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,2,7,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BRONX,New York City,Elementary
2010-2011,321000011397,English Language Learners And International Support,New York City Geographic District #10,Public,238,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRONX,New York City,Senior High
2010-2011,321000011437,Fordham High School For The Arts,New York City Geographic District #10,Public,373,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,2,2,0,3,2,BRONX,New York City,Senior High
2010-2011,321000011438,Fordham Leadership Academy For Business & Technology,New York City Geographic District #10,Public,464,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,8,0,9,0,0,0,0,0,1,0,0,0,0,7,0,5,1,6,BRONX,New York City,Senior High
2010-2011,321000011660,Grace H Dodge Career And Technical High School,New York City Geographic District #10,Public,1374,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,25,0,4,0,0,0,1,0,1,0,1,0,0,8,2,2,0,9,BRONX,New York City,Senior High
2010-2011,321000011433,High School For Teaching And The Professions,New York City Geographic District #10,Public,468,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,1,0,0,1,0,0,0,4,0,1,0,9,BRONX,New York City,Senior High
2010-2011,321000011696,High School Of American Studies At Lehman College,New York City Geographic District #10,Public,371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,BRONX,New York City,Senior High
2010-2011,321000010368,In-Tech Academy (Ms/Hs 368),New York City Geographic District #10,Public,1119,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,11,1,2,0,0,0,0,0,3,0,0,0,0,0,0,3,1,6,BRONX,New York City,Junior Senior School
2010-2011,321000011342,International School For Liberal Arts,New York City Geographic District #10,Public,559,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,2,BRONX,New York City,Junior Senior School
2010-2011,321000010206,Is 206 Ann Mersereau,New York City Geographic District #10,Public,393,0,0,0,0,0,5,0,0,0,0,0,0,0,2,3,1,0,3,61,1,10,0,0,0,1,0,1,0,0,0,0,0,0,1,2,3,BRONX,New York City,Middle School
2010-2011,321000010254,Is 254,New York City Geographic District #10,Public,453,0,0,0,0,0,4,0,1,0,1,1,0,0,0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,2,BRONX,New York City,Middle School
2010-2011,321000010118,Jhs 118 William W Niles,New York City Geographic District #10,Public,1160,0,0,0,0,0,6,0,0,0,2,0,0,0,0,3,0,2,1,74,0,28,0,0,0,5,0,8,0,0,0,0,0,10,2,0,65,BRONX,New York City,Middle School
2010-2011,321000010080,Jhs 80 The Mosholu Parkway,New York City Geographic District #10,Public,652,0,0,0,0,0,1,0,0,0,1,1,0,0,1,4,1,0,3,35,1,7,0,0,0,3,0,2,0,2,0,0,0,4,0,2,8,BRONX,New York City,Middle School
2010-2011,321000011475,John F Kennedy High School,New York City Geographic District #10,Public,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,11,0,2,0,0,0,1,0,0,0,0,0,0,12,0,1,0,1,BRONX,New York City,Senior High
2010-2011,321000010228,Jonas Bronck Academy,New York City Geographic District #10,Public,239,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,BRONX,New York City,Middle School
2010-2011,321000011268,Kingsbridge International High School,New York City Geographic District #10,Public,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,BRONX,New York City,Senior High
2010-2011,321000011374,Knowledge And Power Prep Academy International High School,New York City Geographic District #10,Public,369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,4,0,1,1,0,0,0,0,4,0,1,7,BRONX,New York City,Senior High
2010-2011,321000011477,Marble Hill High School Of International Studies,New York City Geographic District #10,Public,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,10,BRONX,New York City,Senior High
2010-2011,321000011237,"Marie Curie High Sch-Nursing, Medicine & Applied Hlth Prof",New York City Geographic District #10,Public,478,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,17,1,5,0,0,0,2,0,1,0,2,0,0,0,0,0,2,22,BRONX,New York City,Senior High
2010-2011,321000010390,Ms 390,New York City Geographic District #10,Public,535,0,0,0,0,0,1,0,0,0,2,0,0,0,1,5,0,0,2,17,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,BRONX,New York City,Middle School
2010-2011,321000010399,Ms 399,New York City Geographic District #10,Public,251,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,0,1,2,41,0,14,0,0,0,6,0,0,0,0,0,0,0,5,0,2,38,BRONX,New York City,Junior High School
2010-2011,321000010244,New School For Leadership And Journalism,New York City Geographic District #10,Public,674,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,7,0,4,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,BRONX,New York City,Middle School
2010-2011,321000011319,Providing Urban Learners Success In Education High School,New York City Geographic District #10,Public,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRONX,New York City,Senior High
2010-2011,321000010015,Ps 15 Institute For Environmental Learning,New York City Geographic District #10,Public,576,0,0,0,0,0,1,0,0,0,1,0,0,0,2,4,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,BRONX,New York City,Elementary
2010-2011,321000010159,Ps 159 Luis Mumoz Marin Biling,New York City Geographic District #10,Public,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRONX,New York City,Elementary
2010-2011,321000010020,Ps 20 George J Werdan Iii,New York City Geographic District #10,Public,1143,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,0,1,6,0,3,0,0,0,0,0,1,1,0,0,0,0,2,0,0,2,BRONX,New York City,Elementary
2010-2011,321000010205,Ps 205 Fiorello Laguardia,New York City Geographic District #10,Public,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,BRONX,New York City,Elementary
2010-2011,321000010207,Ps 207,New York City Geographic District #10,Public,430,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRONX,New York City,Elementary
2010-2011,321000010209,Ps 209,New York City Geographic District #10,Public,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,8,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,BRONX,New York City,Elementary
2010-2011,321000010226,Ps 226,New York City Geographic District #10,Public,420,0,0,0,0,0,2,0,0,0,0,0,0,0,1,3,0,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,BRONX,New York City,Elementary
2010-2011,321000010023,Ps 23 The New Children'S School,New York City Geographic District #10,Public,488,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRONX,New York City,Elementary
2010-2011,321000010024,Ps 24 Spuyten Duyvil,New York City Geographic District #10,Public,853,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRONX,New York City,Elementary
2010-2011,321000010246,Ps 246 Poe Center,New York City Geographic District #10,Public,689,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,BRONX,New York City,Elementary
2010-2011,321000010279,Ps 279 Capt Manuel Rivera Jr,New York City Geographic District #10,Public,989,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,1,1,3,34,0,3,0,0,0,4,0,0,1,0,0,0,0,3,1,0,4,BRONX,New York City,Elementary
2010-2011,321000010291,Ps 291,New York City Geographic District #10,Public,554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRONX,New York City,Elementary
2010-2011,321000010003,Ps 3 Raul Julia Micro Society,New York City Geographic District #10,Public,415,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,1,1,46,2,21,0,0,0,2,0,3,0,0,0,0,0,1,0,0,24,BRONX,New York City,Elementary
2010-2011,321000010306,Ps 306,New York City Geographic District #10,Public,764,0,0,0,0,0,1,0,0,0,0,0,0,0,1,8,0,1,3,17,1,1,0,0,0,2,0,0,0,0,0,0,0,2,2,0,4,BRONX,New York City,Elementary
2010-2011,321000010307,Ps 307 Eames Place,New York City Geographic District #10,Public,328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,BRONX,New York City,Elementary
2010-2011,321000010310,Ps 310 Marble Hill,New York City Geographic District #10,Public,732,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,BRONX,New York City,Elementary
2010-2011,321000010315,Ps 315 Lab School,New York City Geographic District #10,Public,217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,BRONX,New York City,Elementary
2010-2011,321000010032,Ps 32 Belmont,New York City Geographic District #10,Public,779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,17,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,BRONX,New York City,Elementary
2010-2011,321000010033,Ps 33 Timothy Dwight,New York City Geographic District #10,Public,1043,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,1,6,22,3,1,0,0,0,3,0,1,0,1,0,0,0,2,0,0,6,BRONX,New York City,Elementary
2010-2011,321000010340,Ps 340,New York City Geographic District #10,Public,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRONX,New York City,Elementary
2010-2011,321000010360,Ps 360,New York City Geographic District #10,Public,480,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRONX,New York City,Elementary
2010-2011,321000010037,Ps 37 Multiple Intelligence School,New York City Geographic District #10,Public,601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,19,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,BRONX,New York City,Elementary
2010-2011,321000010396,Ps 396,New York City Geographic District #10,Public,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRONX,New York City,Elementary
2010-2011,321000010046,Ps 46 Edgar Allen Poe,New York City Geographic District #10,Public,1252,0,0,0,0,0,8,0,0,0,0,0,0,0,1,12,0,1,4,32,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,BRONX,New York City,Elementary
2010-2011,321000010051,Ps 51 Bronx New School,New York City Geographic District #10,Public,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,BRONX,New York City,Elementary
2010-2011,321000010056,Ps 56 Norwood Heights,New York City Geographic District #10,Public,661,0,0,0,0,0,2,0,0,0,0,1,0,0,0,4,0,1,0,15,1,6,0,0,0,3,0,1,0,0,0,0,0,3,0,0,3,BRONX,New York City,Elementary
2010-2011,321000010059,Ps 59 The Community School Of Technology,New York City Geographic District #10,Public,573,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,BRONX,New York City,Elementary
2010-2011,321000010007,Ps 7 Kingsbridge,New York City Geographic District #10,Public,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,BRONX,New York City,Elementary
2010-2011,321000010079,Ps 79 Creston,New York City Geographic District #10,Public,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,BRONX,New York City,Elementary
2010-2011,321000010008,Ps 8 Issac Varian,New York City Geographic District #10,Public,1208,0,0,0,0,0,7,0,0,0,0,0,0,0,0,10,1,1,2,9,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,3,BRONX,New York City,Elementary
2010-2011,321000010081,Ps 81 Robert J Christen,New York City Geographic District #10,Public,691,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,2,2,10,0,4,0,0,0,0,0,1,0,0,0,0,0,1,0,0,4,BRONX,New York City,Elementary
2010-2011,321000010085,Ps 85 Great Expectations,New York City Geographic District #10,Public,1131,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,1,9,66,1,10,0,0,0,7,0,1,0,0,0,0,0,2,0,0,31,BRONX,New York City,Elementary
2010-2011,321000010086,Ps 86 Kingsbridge Heights,New York City Geographic District #10,Public,1752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRONX,New York City,Elementary
2010-2011,321000010009,Ps 9 Ryer Avenue Elementary School,New York City Geographic District #10,Public,708,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,1,15,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,BRONX,New York City,Elementary
2010-2011,321000010091,Ps 91 Bronx,New York City Geographic District #10,Public,742,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,1,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,BRONX,New York City,Elementary
2010-2011,321000010094,Ps 94 Kings College School,New York City Geographic District #10,Public,1039,0,0,0,0,0,3,0,0,0,1,1,0,0,4,16,0,4,6,21,4,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,BRONX,New York City,Elementary
2010-2011,321000010095,Ps 95 Sheila Mencher,New York City Geographic District #10,Public,1217,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,1,59,0,12,0,0,0,3,0,0,0,0,0,0,0,7,2,1,20,BRONX,New York City,Elementary
2010-2011,321000010054,Ps/Is 54,New York City Geographic District #10,Public,512,0,0,0,0,0,8,0,0,0,0,0,0,0,2,6,0,1,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,BRONX,New York City,Elementary
2010-2011,321000010280,Ps/Ms 280 Mosholu Parkway,New York City Geographic District #10,Public,863,0,0,0,0,0,3,0,0,0,1,0,0,0,1,2,0,0,1,15,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4,BRONX,New York City,Elementary
2010-2011,321000011141,Riverdale/Kingsbridge Academy (Ms/Hs 141),New York City Geographic District #10,Public,1337,0,0,0,0,0,2,0,1,0,1,1,0,0,1,3,0,2,2,48,2,26,0,0,0,10,0,2,1,1,0,0,0,3,1,0,123,BRONX,New York City,Junior Senior School
2010-2011,321000010386,School For Environmental Citizenship,New York City Geographic District #10,Public,438,0,0,0,0,0,4,0,0,0,1,0,0,0,2,4,0,1,0,32,1,4,0,0,0,1,0,0,0,1,0,0,0,2,0,0,5,BRONX,New York City,Elementary
2010-2011,321000010225,Theatre Arts Production Company School,New York City Geographic District #10,Public,529,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,1,1,1,12,1,3,0,0,0,4,0,2,0,0,0,0,1,2,1,0,13,BRONX,New York City,Junior Senior School
2010-2011,321000010045,Thomas C Giordano Middleschool 45,New York City Geographic District #10,Public,1015,0,0,0,0,0,2,0,0,0,2,0,0,0,0,7,0,2,6,72,1,23,0,0,0,6,0,5,1,0,0,0,0,9,1,1,42,BRONX,New York City,Middle School
2010-2011,321000011243,West Bronx Academy For The Future,New York City Geographic District #10,Public,611,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,1,1,35,2,14,0,0,0,2,0,3,0,0,0,0,1,1,0,0,38,BRONX,New York City,Junior Senior School
2010-2011,321100011270,Academy For Scholarship And Entreneurship,New York City Geographic District #11,Public,606,0,0,0,0,0,3,0,0,0,3,0,0,0,2,6,0,4,0,63,1,22,0,0,0,4,0,5,0,1,0,0,2,1,2,1,86,BRONX,New York City,Junior Senior School
2010-2011,321100010322,Aspire Preparatory Middle School,New York City Geographic District #11,Public,516,0,0,0,0,0,7,0,1,0,1,1,0,0,3,16,0,4,6,19,1,9,0,0,0,0,0,1,0,0,0,0,0,4,1,2,8,BRONX,New York City,Middle School
2010-2011,321100011299,Astor Collegiate Academy,New York City Geographic District #11,Public,482,0,0,0,0,0,3,0,1,0,0,0,0,0,0,3,0,0,0,22,0,5,0,0,0,2,0,3,0,0,0,0,0,0,2,2,30,BRONX,New York City,Senior High
2010-2011,321100010169,Baychester Academy,New York City Geographic District #11,Public,231,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BRONX,New York City,Elementary
2010-2011,321100011290,Bronx Academy Of Health Careers,New York City Geographic District #11,Public,447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,10,0,4,0,0,0,1,0,0,0,0,0,0,4,0,2,1,1,BRONX,New York City,Senior High
2010-2011,321100011545,Bronx Aerospace High School,New York City Geographic District #11,Public,382,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1,0,8,0,0,0,0,0,1,0,0,0,0,5,0,1,0,4,BRONX,New York City,Senior High
2010-2011,321100010326,Bronx Green Middle School,New York City Geographic District #11,Public,401,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,26,0,9,0,0,0,4,0,0,0,0,0,0,0,2,1,1,21,BRONX,New York City,Junior High School
2010-2011,321100011249,Bronx Health Sciences High School,New York City Geographic District #11,Public,307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,10,BRONX,New York City,Senior High
2010-2011,321100011418,Bronx High School For The Visual Arts,New York City Geographic District #11,Public,426,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,16,0,5,0,0,0,0,0,1,0,0,0,0,0,1,3,2,6,BRONX,New York City,Senior High
2010-2011,321100011253,Bronx High School For Writing And Communication Arts,New York City Geographic District #11,Public,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,12,0,4,0,0,0,1,0,2,0,1,0,0,0,3,1,0,11,BRONX,New York City,Senior High
2010-2011,321100011265,Bronx Lab School,New York City Geographic District #11,Public,470,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,34,0,13,0,0,0,0,0,3,0,1,0,0,2,2,3,3,28,BRONX,New York City,Senior High
2010-2011,321100011514,Bronxwood Preparatory Academy (The),New York City Geographic District #11,Public,363,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,7,1,5,0,0,0,0,0,0,1,0,0,0,2,3,3,1,7,BRONX,New York City,Senior High
2010-2011,321100011415,Christopher Columbus High School,New York City Geographic District #11,Public,1204,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20,0,2,0,0,0,5,0,1,1,0,0,0,0,0,1,0,40,BRONX,New York City,Senior High
2010-2011,321100011288,Collegiate Institute For Math And Science,New York City Geographic District #11,Public,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,BRONX,New York City,Senior High
2010-2011,321100010189,Cornerstone Academy For Social Action,New York City Geographic District #11,Public,399,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,1,2,18,1,2,0,0,0,0,0,2,0,2,0,0,0,1,0,0,1,BRONX,New York City,Elementary
2010-2011,321100010462,Cornerstone Academy For Social Action Middle School,New York City Geographic District #11,Public,215,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,BRONX,New York City,Middle School
2010-2011,321100010287,Forward School (The),New York City Geographic District #11,Public,302,0,0,0,0,0,3,0,0,0,1,0,0,0,0,5,0,1,4,26,2,5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,4,BRONX,New York City,Middle School
2010-2011,321100011541,Global Enterprise High School,New York City Geographic District #11,Public,387,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,19,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,14,BRONX,New York City,Senior High
2010-2011,321100011272,Globe School For Environmental Research,New York City Geographic District #11,Public,487,0,0,0,0,0,3,0,3,0,0,0,0,0,2,1,0,1,2,30,1,4,0,0,0,2,0,1,0,0,0,0,0,1,0,2,12,BRONX,New York City,Middle School
2010-2011,321100011455,Harry S Truman High School,New York City Geographic District #11,Public,1999,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,77,1,3,0,0,0,1,0,0,0,0,0,0,9,2,3,0,41,BRONX,New York City,Senior High
2010-2011,321100011275,High School Of Computers And Technology,New York City Geographic District #11,Public,558,0,0,0,0,0,1,0,0,0,2,0,0,0,0,3,1,0,0,19,1,5,0,0,0,1,0,1,0,0,0,0,6,1,3,0,15,BRONX,New York City,Senior High
2010-2011,321100011544,High School Of Contemporary Arts,New York City Geographic District #11,Public,464,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,BRONX,New York City,Senior High
2010-2011,321100010181,Is 181 Pablo Casals,New York City Geographic District #11,Public,602,0,0,0,0,0,6,0,0,0,0,0,0,0,1,3,0,0,0,34,1,4,0,0,0,0,0,0,0,0,0,0,0,3,1,1,10,BRONX,New York City,Middle School
2010-2011,321100010127,Jhs 127 The Castle Hill,New York City Geographic District #11,Public,731,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,37,0,9,0,0,0,1,0,1,0,1,0,0,0,3,1,2,18,BRONX,New York City,Middle School
2010-2011,321100010144,Jhs 144 Michelangelo,New York City Geographic District #11,Public,989,0,0,0,0,0,3,0,2,0,3,1,0,0,1,8,1,0,4,43,4,19,0,0,0,3,0,2,2,0,0,0,1,19,2,1,25,BRONX,New York City,Middle School
2010-2011,321100010142,Ms 142 John Philip Sousa,New York City Geographic District #11,Public,824,0,0,0,0,0,5,0,1,0,0,0,0,0,0,5,0,1,0,17,0,2,0,0,0,1,0,3,0,5,0,0,0,7,1,3,6,BRONX,New York City,Junior High School
2010-2011,321100010180,Ms 180 Dr Daniel Hale Williams,New York City Geographic District #11,Public,754,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,1,0,1,20,0,1,0,0,0,0,0,1,0,0,0,0,0,3,0,5,8,BRONX,New York City,Middle School
