Part E - Locally Implemented Funding Formula,,,,,,,,,,,,,,
Are schools allocated a sizeable portion of their funding via a locally implemented formula?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
BEDS Code,School Name,Local School Code,Weighted Register Allocation,Weighted Register Allocation If Local Formula Fully Funded,Weighted Register Allocation Gap to 100%,% Funded,"Foundation 
(not included in the funding %)",Collective Bargaining for School Based Staff (not included in the funding %),Total FSF Allocation Including Foundation and Collective Bargaining Costs,Total FSF Allocation at 100% Including Foundation & Adjusted for Collective Bargaining Costs,Total FSF Allocation Gap to 100% Including Foundation & Adjusted for Collective Bargaining Costs,Total Funding (See Part C),Local Formula as % of Total Funding,Other Funding
343000011501,Frank Sinatra School of the Arts High School,30Q501,"$8,701,317","$8,701,317",$0,100.00%,"$338,081","$2,414,174","$11,453,572","$11,453,572",$0,"$13,246,734",86.46%,"$1,793,162"
343000011502,Information Technology High School,30Q502,"$8,150,929","$8,150,929",$0,100.00%,"$338,081","$2,219,748","$10,708,757","$10,708,757",$0,"$13,879,526",77.16%,"$3,170,769"
343000011555,Newcomers High School,30Q555,"$9,300,376","$9,300,376",$0,100.00%,"$338,081","$2,475,108","$12,113,565","$12,113,565",$0,"$15,657,251",77.37%,"$3,543,686"
343000011575,Academy of American Studies,30Q575,"$9,630,863","$9,630,863",$0,100.00%,"$338,081","$2,558,871","$12,527,815","$12,527,815",$0,"$15,016,987",83.42%,"$2,489,172"
343000011580,Baccalaureate School for Global Education,30Q580,"$4,284,538","$3,794,939",$0,112.90%,"$338,081","$1,290,078","$5,912,697","$5,285,943",$0,"$7,280,559",81.21%,"$1,367,862"
300000000030,Pre-K Center District 30,30QP30,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
353100010001,P.S. 001 Tottenville,31R001,"$3,119,617","$3,119,617",$0,100.00%,"$338,081","$978,689","$4,436,388","$4,436,388",$0,"$8,686,530",51.07%,"$4,250,142"
353100010002,I.S. R002 George L. Egbert,31R002,"$8,821,642","$8,821,642",$0,100.00%,"$338,081","$2,471,287","$11,631,010","$11,631,010",$0,"$16,211,630",71.74%,"$4,580,620"
353100010003,P.S. 003 The Margaret Gioiosa School,31R003,"$4,818,009","$4,818,009",$0,100.00%,"$338,081","$1,429,763","$6,585,853","$6,585,853",$0,"$12,374,066",53.22%,"$5,788,213"
353100010004,P.S. 004 Maurice Wollin,31R004,"$5,468,280","$5,468,280",$0,100.00%,"$338,081","$1,555,998","$7,362,358","$7,362,358",$0,"$21,731,454",33.88%,"$14,369,096"
353100010005,P.S. 005 Huguenot,31R005,"$2,575,958","$2,470,406",$0,104.27%,"$338,081","$780,900","$3,694,939","$3,559,818",$0,"$6,556,421",56.36%,"$2,861,482"
353100010006,P.S. 6 Corporal Allan F. Kivlehan School,31R006,"$3,853,611","$3,853,611",$0,100.00%,"$338,081","$1,082,429","$5,274,121","$5,274,121",$0,"$13,425,199",39.29%,"$8,151,078"
353100010007,I.S. 007 Elias Bernstein,31R007,"$10,126,594","$10,126,594",$0,100.00%,"$338,081","$2,936,606","$13,401,281","$13,401,281",$0,"$17,519,496",76.49%,"$4,118,215"
353100010008,P.S. 8 Shirlee Solomon,31R008,"$4,314,588","$4,314,588",$0,100.00%,"$338,081","$1,208,685","$5,861,354","$5,861,354",$0,"$8,834,505",66.35%,"$2,973,151"
353100010009,Naples Street Elementary School,31R009,"$1,968,370","$1,968,370",$0,100.00%,"$338,081","$549,893","$2,856,344","$2,856,344",$0,"$8,550,235",33.41%,"$5,693,891"
353100010010,Fort Hill Collaborative Elementary School,31R010,"$1,794,663","$1,794,663",$0,100.00%,"$338,081","$602,652","$2,735,396","$2,735,396",$0,"$5,262,000",51.98%,"$2,526,604"
353100010011,P.S. 11 Thomas Dongan School,31R011,"$2,663,019","$2,663,019",$0,100.00%,"$338,081","$810,615","$3,811,715","$3,811,715",$0,"$7,546,312",50.51%,"$3,734,597"
353100010013,P.S. 013 M. L. Lindemeyer,31R013,"$7,361,751","$7,361,751",$0,100.00%,"$338,081","$2,111,417","$9,811,250","$9,811,250",$0,"$16,628,273",59.00%,"$6,817,023"
353100010016,P.S. 016 John J. Driscoll,31R016,"$3,698,815","$3,698,815",$0,100.00%,"$338,081","$1,129,867","$5,166,763","$5,166,763",$0,"$11,082,994",46.62%,"$5,916,231"
353100010018,P.S. 018 John G. Whittier,31R018,"$3,204,992","$3,204,992",$0,100.00%,"$338,081","$917,546","$4,460,620","$4,460,620",$0,"$10,856,386",41.09%,"$6,395,766"
353100010019,P.S. 019 The Curtis School,31R019,"$3,816,402","$3,816,402",$0,100.00%,"$338,081","$1,188,692","$5,343,174","$5,343,174",$0,"$11,392,194",46.90%,"$6,049,019"
353100010020,P.S. 020 Port Richmond,31R020,"$4,378,730","$4,378,730",$0,100.00%,"$338,081","$1,167,967","$5,884,777","$5,884,777",$0,"$9,595,876",61.33%,"$3,711,099"
353100010021,P.S. 21 Margaret Emery-Elm Park,31R021,"$3,210,334","$3,210,334",$0,100.00%,"$338,081","$1,012,846","$4,561,261","$4,561,261",$0,"$9,355,566",48.75%,"$4,794,304"
353100010022,P.S. 022 Graniteville,31R022,"$7,542,713","$7,542,713",$0,100.00%,"$338,081","$1,999,139","$9,879,933","$9,879,933",$0,"$18,879,149",52.33%,"$8,999,216"
353100010023,P.S. 023 Richmondtown,31R023,"$4,749,495","$4,749,495",$0,100.00%,"$338,081","$1,483,059","$6,570,635","$6,570,635",$0,"$10,665,335",61.61%,"$4,094,700"
353100010024,I.S. 024 Myra S. Barnes,31R024,"$11,244,616","$11,244,616",$0,100.00%,"$338,081","$3,202,211","$14,784,909","$14,784,909",$0,"$23,439,643",63.08%,"$8,654,734"
353100010026,P.S. 026 The Carteret School,31R026,"$2,354,747","$2,165,934",$0,108.72%,"$338,081","$760,590","$3,453,418","$3,211,711",$0,"$5,813,420",59.40%,"$2,360,002"
353100010027,I.S. 027 Anning S. Prall,31R027,"$9,852,758","$9,852,758",$0,100.00%,"$338,081","$2,365,827","$12,556,666","$12,556,666",$0,"$19,554,818",64.21%,"$6,998,152"
353100010028,The Eagle Academy for Young Men of Staten Island,31R028,"$3,748,136","$3,748,136",$0,100.00%,"$338,081","$1,067,578","$5,153,794","$5,153,794",$0,"$7,732,179",66.65%,"$2,578,385"
353100010029,P.S. 029 Bardwell,31R029,"$5,028,189","$5,028,189",$0,100.00%,"$338,081","$1,465,517","$6,831,786","$6,831,786",$0,"$10,956,566",62.35%,"$4,124,780"
353100010030,P.S. 030 Westerleigh,31R030,"$5,582,086","$5,582,086",$0,100.00%,"$338,081","$1,604,842","$7,525,009","$7,525,009",$0,"$13,818,071",54.46%,"$6,293,062"
353100010031,P.S. 031 William T. Davis,31R031,"$2,450,696","$2,450,696",$0,100.00%,"$338,081","$730,453","$3,519,230","$3,519,230",$0,"$11,567,821",30.42%,"$8,048,592"
353100010032,P.S. 032 The Gifford School,31R032,"$4,550,209","$4,550,209",$0,100.00%,"$338,081","$1,274,692","$6,162,982","$6,162,982",$0,"$12,214,200",50.46%,"$6,051,218"
353100010034,I.S. 034 Tottenville,31R034,"$9,501,782","$9,501,782",$0,100.00%,"$338,081","$2,709,365","$12,549,228","$12,549,228",$0,"$17,654,712",71.08%,"$5,105,484"
353100010035,P.S. 35 The Clove Valley School,31R035,"$2,635,135","$2,635,135",$0,100.00%,"$338,081","$785,255","$3,758,471","$3,758,471",$0,"$7,001,946",53.68%,"$3,243,475"
353100010036,P.S. 036 J. C. Drumgoole,31R036,"$5,772,924","$5,772,924",$0,100.00%,"$338,081","$1,604,931","$7,715,936","$7,715,936",$0,"$14,992,847",51.46%,"$7,276,912"
353100010038,P.S. 038 George Cromwell,31R038,"$3,261,135","$3,261,135",$0,100.00%,"$338,081","$1,046,441","$4,645,657","$4,645,657",$0,"$8,465,138",54.88%,"$3,819,481"
353100010039,P.S. 39 Francis J. Murphy Jr.,31R039,"$4,416,473","$4,416,473",$0,100.00%,"$338,081","$1,191,562","$5,946,116","$5,946,116",$0,"$9,302,803",63.92%,"$3,356,688"
353100010041,The Stephanie A. Vierno School,31R041,"$5,419,511","$5,419,511",$0,100.00%,"$338,081","$1,446,157","$7,203,749","$7,203,749",$0,"$11,957,662",60.24%,"$4,753,913"
353100010042,P.S. 042 Eltingville,31R042,"$7,754,003","$7,754,003",$0,100.00%,"$338,081","$2,167,438","$10,259,522","$10,259,522",$0,"$16,616,120",61.74%,"$6,356,598"
353100010044,P.S. 044 Thomas C. Brown,31R044,"$4,358,735","$4,358,735",$0,100.00%,"$338,081","$1,249,181","$5,945,997","$5,945,997",$0,"$13,531,093",43.94%,"$7,585,096"
353100010045,P.S. 045 John Tyler,31R045,"$6,555,654","$6,555,654",$0,100.00%,"$338,081","$1,899,310","$8,793,045","$8,793,045",$0,"$14,127,968",62.24%,"$5,334,923"
353100010046,P.S. 046 Albert V. Maniscalco,31R046,"$1,841,720","$1,841,720",$0,100.00%,"$338,081","$627,939","$2,807,740","$2,807,740",$0,"$6,349,422",44.22%,"$3,541,681"
353100011047,CSI High School for International Studies,31R047,"$4,318,399","$4,318,399",$0,100.00%,"$338,081","$1,301,034","$5,957,513","$5,957,513",$0,"$7,130,552",83.55%,"$1,173,038"
353100010048,P.S. 048 William G. Wilcox,31R048,"$8,129,042","$8,129,042",$0,100.00%,"$338,081","$2,338,650","$10,805,773","$10,805,773",$0,"$15,993,195",67.56%,"$5,187,422"
353100010049,I.S. 49 Berta A. Dreyfus,31R049,"$7,066,347","$7,066,347",$0,100.00%,"$338,081","$1,833,990","$9,238,418","$9,238,418",$0,"$14,051,512",65.75%,"$4,813,094"
353100010050,P.S. 050 Frank Hankinson,31R050,"$5,716,009","$5,716,009",$0,100.00%,"$338,081","$1,661,366","$7,715,456","$7,715,456",$0,"$13,057,131",59.09%,"$5,341,675"
353100010051,I.S. 051 Edwin Markham,31R051,"$14,840,222","$14,840,222",$0,100.00%,"$338,081","$3,797,630","$18,975,934","$18,975,934",$0,"$26,004,043",72.97%,"$7,028,109"
353100010052,P.S. 052 John C. Thompson,31R052,"$4,810,290","$4,794,297",$0,100.33%,"$338,081","$1,423,048","$6,571,418","$6,550,946",$0,"$11,789,117",55.74%,"$5,217,699"
353100010053,The Barbara Esselborn School,31R053,"$5,865,580","$5,865,580",$0,100.00%,"$338,081","$1,750,567","$7,954,228","$7,954,228",$0,"$14,495,245",54.87%,"$6,541,017"
353100010054,P.S. 054 Charles W. Leng,31R054,"$6,043,410","$6,043,410",$0,100.00%,"$338,081","$1,692,995","$8,074,486","$8,074,486",$0,"$14,805,148",54.54%,"$6,730,662"
353100010055,P.S. 055 Henry M. Boehm,31R055,"$4,452,068","$4,452,068",$0,100.00%,"$338,081","$1,351,239","$6,141,389","$6,141,389",$0,"$10,983,389",55.92%,"$4,842,001"
353100010056,P.S. 56 The Louis Desario School,31R056,"$5,195,116","$5,195,116",$0,100.00%,"$338,081","$1,430,057","$6,963,254","$6,963,254",$0,"$12,708,566",54.79%,"$5,745,312"
353100010057,P.S. 057 Hubert H. Humphrey,31R057,"$4,222,028","$4,222,028",$0,100.00%,"$338,081","$1,239,936","$5,800,044","$5,800,044",$0,"$12,573,143",46.13%,"$6,773,099"
353100010058,Space Shuttle Columbia School,31R058,"$5,689,729","$5,689,729",$0,100.00%,"$338,081","$1,670,668","$7,698,479","$7,698,479",$0,"$15,009,117",51.29%,"$7,310,638"
353100010059,The Harbor View School,31R059,"$2,151,106","$2,151,106",$0,100.00%,"$338,081","$716,485","$3,205,672","$3,205,672",$0,"$6,126,979",52.32%,"$2,921,307"
353100010060,P.S. 060 Alice Austen,31R060,"$5,212,764","$5,212,764",$0,100.00%,"$338,081","$1,443,848","$6,994,693","$6,994,693",$0,"$14,388,411",48.61%,"$7,393,719"
353100010061,I.S. 061 William A Morris,31R061,"$10,708,590","$10,708,590",$0,100.00%,"$338,081","$2,829,387","$13,876,058","$13,876,058",$0,"$19,490,473",71.19%,"$5,614,415"
353100010062,The Kathleen Grimm School for Leadership and Sustainability,31R062,"$3,621,774","$3,621,774",$0,100.00%,"$338,081","$1,055,749","$5,015,605","$5,015,605",$0,"$7,594,149",66.05%,"$2,578,545"
353100010063,Marsh Avenue School for Expeditionary Learning,31R063,"$4,220,345","$4,220,345",$0,100.00%,"$338,081","$1,273,093","$5,831,519","$5,831,519",$0,"$7,431,431",78.47%,"$1,599,912"
353100011064,Gaynor McCown Expeditionary Learning School,31R064,"$4,000,005","$4,000,005",$0,100.00%,"$338,081","$1,179,478","$5,517,564","$5,517,564",$0,"$6,908,605",79.87%,"$1,391,041"
353100010065,P.S. 65 The Academy of Innovative Learning,31R065,"$3,081,495","$3,081,495",$0,100.00%,"$338,081","$973,717","$4,393,293","$4,393,293",$0,"$8,891,196",49.41%,"$4,497,903"
353100010068,Port Richmond School for Visionary Learning,31R068,"$3,160,863","$3,160,863",$0,100.00%,"$338,081","$988,181","$4,487,125","$4,487,125",$0,"$8,198,800",54.73%,"$3,711,675"
353100010069,P.S. 069 Daniel D. Tompkins,31R069,"$6,635,659","$6,635,659",$0,100.00%,"$338,081","$1,858,907","$8,832,647","$8,832,647",$0,"$21,777,661",40.56%,"$12,945,014"
353100010072,I.S. 072 Rocco Laurie,31R072,"$13,408,080","$13,408,080",$0,100.00%,"$338,081","$3,756,127","$17,502,289","$17,502,289",$0,"$28,474,890",61.47%,"$10,972,602"
353100010074,P.S. 74 Future Leaders Elementary School,31R074,"$2,481,287","$2,481,287",$0,100.00%,"$338,081","$813,960","$3,633,328","$3,633,328",$0,"$6,511,974",55.79%,"$2,878,645"
353100010075,I.S. 075 Frank D. Paulo,31R075,"$12,053,126","$12,053,126",$0,100.00%,"$338,081","$3,073,128","$15,464,335","$15,464,335",$0,"$26,772,073",57.76%,"$11,307,739"
353100010078,P.S. 78,31R078,"$5,270,927","$5,270,927",$0,100.00%,"$338,081","$1,563,779","$7,172,788","$7,172,788",$0,"$14,489,128",49.50%,"$7,316,340"
353100011080,The Michael J. Petrides School,31R080,"$13,299,716","$13,299,716",$0,100.00%,"$338,081","$3,561,071","$17,198,868","$17,198,868",$0,"$24,602,689",69.91%,"$7,403,821"
353100010084,The Waverly Academy of Empowered Learners,31R084,"$696,405","$696,405",$0,100.00%,"$338,081","$195,091","$1,229,576","$1,229,576",$0,"$1,509,342",81.46%,"$279,766"
353100011085,The Young Women's Leadership of Staten Island,31R085,"$595,543","$595,543",$0,100.00%,"$338,081","$166,835","$1,100,458","$1,100,458",$0,"$1,323,262",83.16%,"$222,804"
353100011440,New Dorp High School,31R440,"$30,177,530","$30,177,530",$0,100.00%,"$338,081","$8,129,072","$38,644,682","$38,644,682",$0,"$50,172,604",77.02%,"$11,527,922"
353100011445,Port Richmond High School,31R445,"$18,340,150","$18,340,150",$0,100.00%,"$338,081","$4,614,683","$23,292,913","$23,292,913",$0,"$31,584,500",73.75%,"$8,291,586"
353100011450,Curtis High School,31R450,"$20,435,618","$20,435,618",$0,100.00%,"$338,081","$5,459,683","$26,233,382","$26,233,382",$0,"$33,883,561",77.42%,"$7,650,179"
353100011455,Tottenville High School,31R455,"$33,521,322","$33,521,322",$0,100.00%,"$338,081","$8,040,849","$41,900,252","$41,900,252",$0,"$60,476,962",69.28%,"$18,576,709"
353100011460,Susan E. Wagner High School,31R460,"$27,524,576","$27,524,576",$0,100.00%,"$338,081","$7,710,710","$35,573,367","$35,573,367",$0,"$47,520,474",74.86%,"$11,947,107"
353100011470,Concord High School,31R470,"$2,099,045","$2,099,045",$0,100.00%,"$338,081","$542,635","$2,979,760","$2,979,760",$0,"$4,706,204",63.32%,"$1,726,444"
353100011600,Ralph R. McKee Career and Technical Education High School,31R600,"$8,234,657","$8,234,657",$0,100.00%,"$338,081","$2,374,907","$10,947,645","$10,947,645",$0,"$15,219,340",71.93%,"$4,271,695"
353100011605,Staten Island Technical High School,31R605,"$11,130,953","$11,130,953",$0,100.00%,"$338,081","$3,081,587","$14,550,621","$14,550,621",$0,"$15,686,438",92.76%,"$1,135,817"
353100010861,Staten Island School of Civic Leadership,31R861,"$7,869,385","$7,869,385",$0,100.00%,"$338,081","$2,292,400","$10,499,866","$10,499,866",$0,"$16,336,853",64.27%,"$5,836,987"
300000000031,Pre-K Center District 31,31RP31,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
333200010045,P.S./I.S. 045 Horace E. Greene,32K045,"$4,347,976","$4,347,976",$0,100.00%,"$338,081","$1,213,967","$5,900,023","$5,900,023",$0,"$10,788,025",54.69%,"$4,888,002"
333200010075,P.S. 075 Mayda Cortiella,32K075,"$1,979,087","$1,979,087",$0,100.00%,"$338,081","$708,897","$3,026,065","$3,026,065",$0,"$6,686,383",45.26%,"$3,660,318"
333200010086,P.S. 086 The Irvington,32K086,"$3,427,458","$3,427,458",$0,100.00%,"$338,081","$1,066,610","$4,832,149","$4,832,149",$0,"$8,288,825",58.30%,"$3,456,676"
333200010106,P.S. 106 Edward Everett Hale,32K106,"$2,846,181","$2,846,181",$0,100.00%,"$338,081","$802,324","$3,986,586","$3,986,586",$0,"$8,805,142",45.28%,"$4,818,556"
333200010116,P.S. 116 Elizabeth L Farrell,32K116,"$3,281,541","$3,281,541",$0,100.00%,"$338,081","$871,569","$4,491,191","$4,491,191",$0,"$8,176,010",54.93%,"$3,684,819"
333200010123,P.S. 123 Suydam,32K123,"$4,726,655","$4,726,655",$0,100.00%,"$338,081","$1,310,643","$6,375,378","$6,375,378",$0,"$11,383,746",56.00%,"$5,008,368"
333200010145,P.S. 145 Andrew Jackson,32K145,"$3,803,561","$3,803,561",$0,100.00%,"$338,081","$1,121,047","$5,262,689","$5,262,689",$0,"$12,674,247",41.52%,"$7,411,557"
333200010151,P.S. 151 Lyndon B. Johnson,32K151,"$2,671,052","$2,671,052",$0,100.00%,"$338,081","$696,346","$3,705,479","$3,705,479",$0,"$8,228,029",45.03%,"$4,522,550"
333200010162,J.H.S. 162 The Willoughby,32K162,"$3,164,582","$3,164,582",$0,100.00%,"$338,081","$886,523","$4,389,186","$4,389,186",$0,"$8,106,679",54.14%,"$3,717,493"
333200011168,The Brooklyn School for Math and Research,32K168,"$4,054,705","$4,054,705",$0,100.00%,"$338,081","$1,166,985","$5,559,771","$5,559,771",$0,"$7,068,251",78.66%,"$1,508,480"
333200010274,P.S. 274 Kosciusko,32K274,"$2,953,517","$2,953,517",$0,100.00%,"$338,081","$788,685","$4,080,283","$4,080,283",$0,"$7,514,135",54.30%,"$3,433,852"
333200010291,J.H.S. 291 Roland Hayes,32K291,"$2,962,253","$2,962,253",$0,100.00%,"$338,081","$829,842","$4,130,177","$4,130,177",$0,"$7,061,874",58.49%,"$2,931,698"
333200010299,P.S. 299 Thomas Warren Field,32K299,"$1,634,618","$1,634,618",$0,100.00%,"$338,081","$434,362","$2,407,060","$2,407,060",$0,"$5,000,039",48.14%,"$2,592,978"
333200010347,I.S. 347 School of Humanities,32K347,"$3,599,687","$3,599,687",$0,100.00%,"$338,081","$1,002,327","$4,940,095","$4,940,095",$0,"$7,413,356",66.64%,"$2,473,262"
333200010349,"I.S. 349 Math, Science & Tech.",32K349,"$2,758,191","$2,758,191",$0,100.00%,"$338,081","$820,406","$3,916,678","$3,916,678",$0,"$6,136,927",63.82%,"$2,220,249"
333200010376,P.S. 376,32K376,"$4,094,332","$4,094,332",$0,100.00%,"$338,081","$1,057,440","$5,489,852","$5,489,852",$0,"$8,406,009",65.31%,"$2,916,157"
333200010377,P.S. 377 Alejandrina B. De Gautier,32K377,"$1,218,046","$1,218,046",$0,100.00%,"$338,081","$307,072","$1,863,198","$1,863,198",$0,"$5,654,644",32.95%,"$3,791,446"
333200010383,J.H.S. 383 Philippa Schuyler,32K383,"$8,148,551","$8,148,551",$0,100.00%,"$338,081","$2,281,884","$10,768,516","$10,768,516",$0,"$14,241,850",75.61%,"$3,473,335"
333200010384,P.S. /I.S. 384 Frances E. Carter,32K384,"$3,248,955","$3,248,955",$0,100.00%,"$338,081","$1,003,514","$4,590,550","$4,590,550",$0,"$9,508,275",48.28%,"$4,917,725"
333200011403,Academy for Excellence in Leadership,32K403,"$3,289,940","$3,289,940",$0,100.00%,"$338,081","$968,177","$4,596,199","$4,596,199",$0,"$6,497,638",70.74%,"$1,901,439"
333200011545,EBC High School for Public Service - Bushwick,32K545,"$4,793,445","$4,793,445",$0,100.00%,"$338,081","$1,342,780","$6,474,306","$6,474,306",$0,"$8,560,132",75.63%,"$2,085,826"
333200011549,The Brooklyn School for Social Justice,32K549,"$3,302,126","$3,302,126",$0,100.00%,"$338,081","$954,974","$4,595,181","$4,595,181",$0,"$6,149,093",74.73%,"$1,553,912"
333200011552,The Academy of Urban Planning and Engineering,32K552,"$4,084,363","$4,084,363",$0,100.00%,"$338,081","$1,189,393","$5,611,838","$5,611,838",$0,"$7,592,837",73.91%,"$1,980,999"
333200011554,All City Leadership Secondary School,32K554,"$3,346,945","$3,346,945",$0,100.00%,"$338,081","$937,610","$4,622,636","$4,622,636",$0,"$5,902,169",78.32%,"$1,279,533"
333200011556,Bushwick Leaders High School for Academic Excellence,32K556,"$4,501,180","$4,501,180",$0,100.00%,"$338,081","$1,264,492","$6,103,753","$6,103,753",$0,"$8,810,667",69.28%,"$2,706,914"
333200010562,Evergreen Middle School for Urban Exploration,32K562,"$3,487,611","$3,487,611",$0,100.00%,"$338,081","$995,757","$4,821,450","$4,821,450",$0,"$6,907,653",69.80%,"$2,086,203"
333200010564,Bushwick Community High School,32K564,"$1,339,068","$1,339,068",$0,100.00%,"$338,081","$369,047","$2,046,196","$2,046,196",$0,"$3,225,975",63.43%,"$1,179,779"
307500013004,P.S. K004,97K004,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500013036,P.S. 36,97K036,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500013053,P.S. K053,97K053,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500013077,P.S. K077,97K077,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500013140,P.S. K140,97K140,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500013141,P.S. K141,97K141,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500013231,P.S. K231,97K231,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500013368,P.S. 368,97K368,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500013369,P.S. K369 - Coy L. Cox School,97K369,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500013370,P.S. 370,97K370,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500013371,P.S. 371 - Lillian L. Rashkis,97K371,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500013372,P.S. 372 -The Children's School,97K372,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500013373,P.S. 373 - Brooklyn Transition Center,97K373,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500013396,Sid Miller Academy,97K396,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500013721,P.S. K721 - Brooklyn Occupational Training Center,97K721,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500013753,P.S. K753 - School for Career Development,97K753,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500013771,P.S. K771,97K771,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500013811,P.S. K811 Connie Lekas School,97K811,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500011035,P.S. 035,97M035,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500011079,P.S. M079 - Horan School,97M079,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500011094,P.S. M094,97M094,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500011138,P.S. 138,97M138,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500011169,P.S. M169 - Robert F. Kennedy,97M169,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500011226,P.S. M226,97M226,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500011721,P.S. M721 - Manhattan Occupational Training Center,97M721,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500011751,Manhattan School for Career Development,97M751,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500011811,P.S. M811 - Mickey Mantle School,97M811,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500014004,P.S. Q004,97Q004,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500014009,P.S. 009,97Q009,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
307500014023,P.S. Q023 @ Queens Children Center,97Q023,$0,$0,$0,,#N/A,$0,$0,$0,$0,#N/A,#N/A,#N/A
