Part E - Locally Implemented Funding Formula,,,,,,,,,,,,,,
Are schools allocated a sizeable portion of their funding via a locally implemented formula?,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
BEDS Code,School Name,Local School Code,Weighted Register Allocation,Weighted Register Allocation If Local Formula Fully Funded,Weighted Register Allocation Gap to 100%,% Funded,"Foundation 
(not included in the funding %)",Collective Bargaining for School Based Staff (not included in the funding %),Total FSF Allocation Including Foundation and Collective Bargaining Costs,Total FSF Allocation at 100% Including Foundation & Adjusted for Collective Bargaining Costs,Total FSF Allocation Gap to 100% Including Foundation & Adjusted for Collective Bargaining Costs,Total Funding (See Part C),Local Formula as % of Total Funding,Other Funding
331500010010,"Magnet School of Math, Science and Design Technology",15K010,"$6,855,740","$6,855,740",$0,100.00%,"$338,081","$1,939,670","$9,133,491","$9,133,491",$0,"$24,827,963",36.79%,"$15,694,472"
331500010015,P.S. 015 Patrick F. Daly,15K015,"$3,568,584","$3,568,584",$0,100.00%,"$338,081","$1,112,697","$5,019,362","$5,019,362",$0,"$14,459,962",34.71%,"$9,440,600"
331500010024,P.S. 024,15K024,"$4,768,705","$4,768,705",$0,100.00%,"$338,081","$1,335,901","$6,442,687","$6,442,687",$0,"$13,867,376",46.46%,"$7,424,689"
331500010029,P.S. 029 John M. Harrigan,15K029,"$4,788,536","$4,788,536",$0,100.00%,"$338,081","$1,465,715","$6,592,332","$6,592,332",$0,"$11,332,410",58.17%,"$4,740,078"
331500010032,P.S. 032 Samuel Mills Sprole,15K032,"$3,137,015","$3,137,015",$0,100.00%,"$338,081","$944,029","$4,419,126","$4,419,126",$0,"$14,646,851",30.17%,"$10,227,725"
331500010038,P.S. 038 The Pacific,15K038,"$3,177,887","$3,177,887",$0,100.00%,"$338,081","$902,713","$4,418,681","$4,418,681",$0,"$7,960,016",55.51%,"$3,541,335"
331500010039,P.S. 039 Henry Bristow,15K039,"$2,296,782","$2,296,782",$0,100.00%,"$338,081","$732,827","$3,367,689","$3,367,689",$0,"$5,393,207",62.44%,"$2,025,517"
331500010051,M.S. 51 William Alexander,15K051,"$10,678,344","$10,678,344",$0,100.00%,"$338,081","$3,016,934","$14,033,360","$14,033,360",$0,"$16,077,483",87.29%,"$2,044,123"
331500010058,P.S. 058 The Carroll,15K058,"$4,455,275","$4,455,275",$0,100.00%,"$338,081","$1,403,631","$6,196,987","$6,196,987",$0,"$11,509,206",53.84%,"$5,312,219"
331500010088,J.H.S. 088 Peter Rouget,15K088,"$10,741,653","$10,741,653",$0,100.00%,"$338,081","$3,009,157","$14,088,891","$14,088,891",$0,"$20,379,289",69.13%,"$6,290,399"
331500010094,P.S. 094 The Henry Longfellow,15K094,"$9,362,975","$9,362,975",$0,100.00%,"$338,081","$2,622,935","$12,323,991","$12,323,991",$0,"$18,662,831",66.03%,"$6,338,840"
331500010107,P.S. 107 John W. Kimball,15K107,"$3,609,583","$3,609,583",$0,100.00%,"$338,081","$1,126,129","$5,073,793","$5,073,793",$0,"$8,114,767",62.53%,"$3,040,974"
331500010118,The Maurice Sendak Community School,15K118,"$1,182,579","$1,182,579",$0,100.00%,"$338,081","$393,487","$1,914,147","$1,914,147",$0,"$3,483,260",54.95%,"$1,569,114"
331500010124,P.S. 124 Silas B. Dutcher,15K124,"$2,083,567","$2,083,567",$0,100.00%,"$338,081","$718,597","$3,140,245","$3,140,245",$0,"$7,623,484",41.19%,"$4,483,239"
331500010130,P.S. 130 The Parkside,15K130,"$6,655,658","$6,655,658",$0,100.00%,"$338,081","$1,907,433","$8,901,172","$8,901,172",$0,"$14,520,997",61.30%,"$5,619,825"
331500010131,P.S. 131 Brooklyn,15K131,"$5,410,889","$5,410,889",$0,100.00%,"$338,081","$1,515,802","$7,264,772","$7,264,772",$0,"$12,128,688",59.90%,"$4,863,916"
331500010136,I.S. 136 Charles O. Dewey,15K136,"$6,702,920","$6,702,920",$0,100.00%,"$338,081","$1,798,072","$8,839,073","$8,839,073",$0,"$11,733,340",75.33%,"$2,894,266"
331500010146,"The Brooklyn New School, P.S. 146",15K146,"$5,646,083","$5,646,083",$0,100.00%,"$338,081","$1,613,845","$7,598,010","$7,598,010",$0,"$13,428,643",56.58%,"$5,830,633"
331500010154,The Windsor Terrace School,15K154,"$3,412,941","$3,412,941",$0,100.00%,"$338,081","$1,016,198","$4,767,220","$4,767,220",$0,"$7,721,508",61.74%,"$2,954,288"
331500010169,P.S. 169 Sunset Park,15K169,"$9,507,044","$9,507,044",$0,100.00%,"$338,081","$2,663,294","$12,508,419","$12,508,419",$0,"$20,486,055",61.06%,"$7,977,635"
331500010172,P.S. 172 Beacon School of Excellence,15K172,"$4,812,504","$4,812,504",$0,100.00%,"$338,081","$1,333,186","$6,483,771","$6,483,771",$0,"$10,373,903",62.50%,"$3,890,132"
331500010230,P.S. 230 Doris L. Cohen,15K230,"$7,953,836","$7,953,836",$0,100.00%,"$338,081","$2,228,180","$10,520,097","$10,520,097",$0,"$18,234,062",57.69%,"$7,713,964"
331500010261,P.S. 261 Philip Livingston,15K261,"$4,794,268","$4,794,268",$0,100.00%,"$338,081","$1,427,443","$6,559,791","$6,559,791",$0,"$10,179,564",64.44%,"$3,619,773"
331500010295,P.S. 295,15K295,"$1,997,349","$1,997,349",$0,100.00%,"$338,081","$631,951","$2,967,380","$2,967,380",$0,"$8,132,616",36.49%,"$5,165,235"
331500010321,P.S. 321 William Penn,15K321,"$9,057,268","$9,057,268",$0,100.00%,"$338,081","$2,683,790","$12,079,139","$12,079,139",$0,"$18,008,011",67.08%,"$5,928,872"
331500011423,Brooklyn Frontiers High School,15K423,"$1,855,036","$1,855,036",$0,100.00%,"$338,081","$548,900","$2,742,018","$2,742,018",$0,"$3,830,998",71.57%,"$1,088,980"
331500011429,Digital Arts and Cinema Technology High School,15K429,"$2,968,603","$2,968,603",$0,100.00%,"$338,081","$712,534","$4,019,219","$4,019,219",$0,"$6,248,286",64.33%,"$2,229,067"
331500010442,M.S. 442 Carroll Gardens School for Innovation,15K442,"$3,652,927","$3,652,927",$0,100.00%,"$338,081","$945,783","$4,936,791","$4,936,791",$0,"$9,394,694",52.55%,"$4,457,903"
331500010443,New Voices School of Academic & Creative Arts,15K443,"$4,985,411","$4,985,411",$0,100.00%,"$338,081","$1,339,192","$6,662,684","$6,662,684",$0,"$8,291,689",80.35%,"$1,629,005"
331500010447,The Math & Science Exploratory School,15K447,"$4,884,548","$4,884,548",$0,100.00%,"$338,081","$1,257,322","$6,479,951","$6,479,951",$0,"$11,923,759",54.34%,"$5,443,807"
331500010448,Brooklyn Collaborative Studies,15K448,"$6,715,414","$6,715,414",$0,100.00%,"$338,081","$1,925,451","$8,978,946","$8,978,946",$0,"$12,382,891",72.51%,"$3,403,945"
331500011462,John Jay School for Law,15K462,"$4,743,953","$4,743,953",$0,100.00%,"$338,081","$1,115,339","$6,197,373","$6,197,373",$0,"$7,967,859",77.78%,"$1,770,486"
331500011463,Cyberarts Studio Academy,15K463,"$2,869,829","$2,869,829",$0,100.00%,"$338,081","$895,773","$4,103,683","$4,103,683",$0,"$5,475,008",74.95%,"$1,371,325"
331500011464,Park Slope Collegiate,15K464,"$5,567,846","$5,567,846",$0,100.00%,"$338,081","$1,559,772","$7,465,699","$7,465,699",$0,"$10,593,618",70.47%,"$3,127,919"
331500011497,The Boerum Hill School for International Studies,15K497,"$7,394,944","$7,394,944",$0,100.00%,"$338,081","$2,109,348","$9,842,373","$9,842,373",$0,"$12,279,849",80.15%,"$2,437,476"
331500010516,Sunset Park Avenues Elementary School,15K516,"$2,908,702","$2,908,702",$0,100.00%,"$338,081","$883,010","$4,129,792","$4,129,792",$0,"$6,783,022",60.88%,"$2,653,230"
331500011519,Cobble Hill School of American Studies,15K519,"$3,184,992","$3,184,992",$0,100.00%,"$338,081","$892,241","$4,415,315","$4,415,315",$0,"$7,357,035",60.01%,"$2,941,720"
331500011529,West Brooklyn Community High School,15K529,"$1,852,952","$1,852,952",$0,100.00%,"$338,081","$288,462","$2,479,496","$2,479,496",$0,"$3,867,086",64.12%,"$1,387,590"
331500011592,Khalil Gibran International Academy,15K592,"$1,697,287","$1,697,287",$0,100.00%,"$338,081","$602,272","$2,637,640","$2,637,640",$0,"$4,115,071",64.10%,"$1,477,431"
331500011656,Brooklyn High School of the Arts,15K656,"$7,663,510","$7,663,510",$0,100.00%,"$338,081","$2,146,848","$10,148,440","$10,148,440",$0,"$14,584,425",69.58%,"$4,435,985"
331500011667,Sunset Park High School,15K667,"$14,207,207","$14,207,207",$0,100.00%,"$338,081","$3,713,720","$18,259,008","$18,259,008",$0,"$22,062,583",82.76%,"$3,803,575"
331500010676,Red Hook Neighborhood School,15K676,"$1,482,266","$1,482,266",$0,100.00%,"$338,081","$483,748","$2,304,095","$2,304,095",$0,"$4,768,683",48.32%,"$2,464,588"
331500011684,Millennium Brooklyn HS,15K684,"$5,908,577","$5,908,577",$0,100.00%,"$338,081","$1,625,181","$7,871,839","$7,871,839",$0,"$13,229,392",59.50%,"$5,357,553"
331500011698,South Brooklyn Community High School,15K698,"$1,996,836","$1,996,836",$0,100.00%,"$338,081","$567,535","$2,902,453","$2,902,453",$0,"$4,063,055",71.44%,"$1,160,603"
331500010821,Sunset Park Prep,15K821,"$4,972,194","$4,972,194",$0,100.00%,"$338,081","$1,392,906","$6,703,181","$6,703,181",$0,"$8,706,553",76.99%,"$2,003,372"
331500010839,M.S. 839,15K839,"$3,504,242","$3,504,242",$0,100.00%,"$338,081","$1,027,514","$4,869,837","$4,869,837",$0,"$6,451,101",75.49%,"$1,581,263"
331500010896,The School of Creativity and Innovation,15K896,"$1,602,276","$1,602,276",$0,100.00%,"$338,081","$471,743","$2,412,099","$2,412,099",$0,"$3,860,688",62.48%,"$1,448,589"
331500010958,New District 15 ES Inclusion School,15K958,"$757,715","$757,715",$0,100.00%,"$338,081","$212,265","$1,308,061","$1,308,061",$0,"$2,484,749",52.64%,"$1,176,688"
300000000015,Pre-K Center District 15,15KP15,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
331600010005,P.S. 005 Dr. Ronald McNair,16K005,"$1,756,188","$1,756,188",$0,100.00%,"$338,081","$521,170","$2,615,440","$2,615,440",$0,"$6,610,382",39.57%,"$3,994,942"
331600010021,P.S. 021 Crispus Attucks,16K021,"$3,395,767","$3,395,767",$0,100.00%,"$338,081","$1,032,552","$4,766,400","$4,766,400",$0,"$10,367,116",45.98%,"$5,600,716"
331600010025,P.S. 025 Eubie Blake School,16K025,"$875,338","$530,335",$0,165.05%,"$338,081","$343,948","$1,557,368","$1,115,716",$0,"$2,849,806",54.65%,"$1,292,439"
331600010026,P.S. 026 Jesse Owens,16K026,"$1,240,025","$1,240,025",$0,100.00%,"$338,081","$319,073","$1,897,179","$1,897,179",$0,"$7,483,427",25.35%,"$5,586,248"
331600010035,M.S. 035 Stephen Decatur,16K035,"$1,833,950","$1,833,950",$0,100.00%,"$338,081","$600,032","$2,772,062","$2,772,062",$0,"$4,486,553",61.79%,"$1,714,491"
331600010040,P.S. 040 George W. Carver,16K040,"$3,453,221","$3,453,221",$0,100.00%,"$338,081","$1,088,306","$4,879,608","$4,879,608",$0,"$9,629,292",50.67%,"$4,749,684"
331600010057,Whitelaw Reid Academy of Arts and Business,16K057,"$1,287,006","$1,287,006",$0,100.00%,"$338,081","$384,183","$2,009,269","$2,009,269",$0,"$3,204,805",62.70%,"$1,195,536"
331600010081,P.S. 081 Thaddeus Stevens,16K081,"$1,654,714","$1,654,714",$0,100.00%,"$338,081","$463,551","$2,456,346","$2,456,346",$0,"$6,324,378",38.84%,"$3,868,032"
331600010243,P.S. 243K- The Weeksville School,16K243,"$1,769,402","$1,769,402",$0,100.00%,"$338,081","$497,688","$2,605,171","$2,605,171",$0,"$5,774,154",45.12%,"$3,168,982"
331600010262,P.S. 262 El Hajj Malik El Shabazz Elementary School,16K262,"$1,025,532","$1,025,532",$0,100.00%,"$338,081","$303,105","$1,666,718","$1,666,718",$0,"$4,691,648",35.53%,"$3,024,930"
331600010267,"M.S. 267 Math, Science & Technology",16K267,"$1,963,498","$1,963,498",$0,100.00%,"$338,081","$494,079","$2,795,658","$2,795,658",$0,"$4,937,663",56.62%,"$2,142,005"
331600010308,P.S. 308 Clara Cardwell,16K308,"$2,084,954","$2,084,954",$0,100.00%,"$338,081","$666,148","$3,089,183","$3,089,183",$0,"$7,499,556",41.19%,"$4,410,374"
331600010309,P.S. 309 The George E. Wibecan Preparatory Academy,16K309,"$1,276,487","$1,276,487",$0,100.00%,"$338,081","$408,932","$2,023,500","$2,023,500",$0,"$5,489,617",36.86%,"$3,466,117"
331600010335,P.S. 335 Granville T. Woods,16K335,"$1,397,051","$1,397,051",$0,100.00%,"$338,081","$485,170","$2,220,302","$2,220,302",$0,"$5,546,633",40.03%,"$3,326,330"
331600011455,Boys and Girls High School,16K455,"$5,068,634","$5,068,634",$0,100.00%,"$338,081","$1,272,064","$6,678,779","$6,678,779",$0,"$10,905,756",61.24%,"$4,226,977"
331600011498,Brooklyn High School for Law and Technology,16K498,"$5,233,971","$5,233,971",$0,100.00%,"$338,081","$1,425,724","$6,997,776","$6,997,776",$0,"$9,403,833",74.41%,"$2,406,057"
331600010627,Brighter Choice Community School,16K627,"$1,543,401","$1,543,401",$0,100.00%,"$338,081","$545,147","$2,426,629","$2,426,629",$0,"$5,394,623",44.98%,"$2,967,994"
331600010628,Brooklyn Brownstone School,16K628,"$2,176,755","$2,176,755",$0,100.00%,"$338,081","$672,370","$3,187,206","$3,187,206",$0,"$5,195,181",61.35%,"$2,007,975"
331600011669,Research and Service High School,16K669,"$1,959,817","$1,959,817",$0,100.00%,"$338,081","$213,532","$2,511,430","$2,511,430",$0,"$4,560,887",55.06%,"$2,049,458"
331600010681,Madiba Prep Middle School,16K681,"$2,297,903","$2,297,903",$0,100.00%,"$338,081","$666,309","$3,302,292","$3,302,292",$0,"$6,290,291",52.50%,"$2,987,998"
331600011688,The Brooklyn Academy of Global Finance,16K688,"$2,096,428","$2,096,428",$0,100.00%,"$338,081","$686,633","$3,121,142","$3,121,142",$0,"$4,557,867",68.48%,"$1,436,726"
331600011765,Nelson Mandela High School,16K765,"$1,715,883","$1,715,883",$0,100.00%,"$338,081","$610,883","$2,664,847","$2,664,847",$0,"$3,692,381",72.17%,"$1,027,534"
331600010898,The Brooklyn Green School,16K898,"$1,816,396","$1,816,396",$0,100.00%,"$338,081","$570,280","$2,724,757","$2,724,757",$0,"$4,114,759",66.22%,"$1,390,002"
331700010002,Parkside Preparatory Academy,17K002,"$3,263,524","$3,263,524",$0,100.00%,"$338,081","$924,491","$4,526,096","$4,526,096",$0,"$7,405,912",61.11%,"$2,879,816"
331700010006,Norma Adams Clemons Academy,17K006,"$4,999,120","$4,999,120",$0,100.00%,"$338,081","$1,429,594","$6,766,795","$6,766,795",$0,"$12,179,170",55.56%,"$5,412,374"
331700010012,Dr. Jacqueline Peek-Davis School,17K012,"$1,315,848","$1,308,522",$0,100.56%,"$338,081","$478,288","$2,132,217","$2,122,838",$0,"$4,888,880",43.61%,"$2,756,663"
331700010061,M.S. 061 Dr. Gladstone H. Atwell,17K061,"$4,413,886","$4,413,886",$0,100.00%,"$338,081","$1,236,502","$5,988,470","$5,988,470",$0,"$9,174,910",65.27%,"$3,186,440"
331700010091,P.S. 091 The Albany Avenue School,17K091,"$1,292,258","$1,292,258",$0,100.00%,"$338,081","$367,763","$1,998,102","$1,998,102",$0,"$5,479,016",36.47%,"$3,480,914"
331700010092,P.S. 092 Adrian Hegeman,17K092,"$2,329,159","$2,329,159",$0,100.00%,"$338,081","$687,966","$3,355,205","$3,355,205",$0,"$7,222,072",46.46%,"$3,866,867"
331700011122,Pathways in Technology Early College High School (P-TECH),17K122,"$5,074,580","$5,074,580",$0,100.00%,"$338,081","$1,501,080","$6,913,741","$6,913,741",$0,"$8,758,312",78.94%,"$1,844,571"
331700010138,P.S. 138 Brooklyn,17K138,"$3,645,140","$3,645,140",$0,100.00%,"$338,081","$1,131,307","$5,114,527","$5,114,527",$0,"$10,955,470",46.68%,"$5,840,943"
331700010161,P.S. 161 The Crown,17K161,"$2,011,245","$2,011,245",$0,100.00%,"$338,081","$657,311","$3,006,638","$3,006,638",$0,"$7,236,872",41.55%,"$4,230,234"
331700010181,P.S. 181 Brooklyn,17K181,"$4,828,674","$4,828,674",$0,100.00%,"$338,081","$1,362,495","$6,529,250","$6,529,250",$0,"$12,184,491",53.59%,"$5,655,242"
331700010189,P.S. 189 The Bilingual Center,17K189,"$7,649,835","$7,649,835",$0,100.00%,"$338,081","$2,143,018","$10,130,934","$10,130,934",$0,"$14,520,773",69.77%,"$4,389,839"
331700010191,P.S. 191 Paul Robeson,17K191,"$1,250,032","$1,250,032",$0,100.00%,"$338,081","$474,058","$2,062,172","$2,062,172",$0,"$4,556,719",45.26%,"$2,494,547"
331700010221,P.S. 221 Toussaint L'Ouverture,17K221,"$1,037,751","$1,037,751",$0,100.00%,"$338,081","$299,872","$1,675,703","$1,675,703",$0,"$5,022,901",33.36%,"$3,347,197"
331700010241,P.S. 241 Emma L. Johnston,17K241,"$2,188,135","$2,188,135",$0,100.00%,"$338,081","$724,998","$3,251,214","$3,251,214",$0,"$7,654,146",42.48%,"$4,402,932"
331700010246,M.S. 246 Walt Whitman,17K246,"$3,193,418","$3,193,418",$0,100.00%,"$338,081","$962,099","$4,493,599","$4,493,599",$0,"$7,429,246",60.49%,"$2,935,647"
331700010249,P.S. 249 The Caton,17K249,"$5,611,370","$5,611,370",$0,100.00%,"$338,081","$1,571,964","$7,521,415","$7,521,415",$0,"$12,423,077",60.54%,"$4,901,662"
331700010289,P.S. 289 George V. Brower,17K289,"$2,196,857","$2,196,857",$0,100.00%,"$338,081","$718,890","$3,253,828","$3,253,828",$0,"$8,856,465",36.74%,"$5,602,636"
331700010316,P.S. 316 Elijah Stroud,17K316,"$3,999,131","$3,999,130",$0,100.00%,"$338,081","$1,021,071","$5,358,283","$5,358,282",$0,"$11,093,218",48.30%,"$5,734,935"
331700010340,I.S. 340,17K340,"$1,425,585","$1,425,585",$0,100.00%,"$338,081","$428,758","$2,192,424","$2,192,424",$0,"$3,965,284",55.29%,"$1,772,859"
331700010352,Ebbets Field Middle School,17K352,"$1,461,437","$1,461,437",$0,100.00%,"$338,081","$451,275","$2,250,792","$2,250,792",$0,"$5,427,293",41.47%,"$3,176,501"
331700010353,Elijah Stroud Middle School,17K353,"$1,343,531","$1,343,531",$0,100.00%,"$338,081","$428,207","$2,109,819","$2,109,819",$0,"$3,496,966",60.33%,"$1,387,146"
331700010354,The School of Integrated Learning,17K354,"$2,506,641","$2,506,641",$0,100.00%,"$338,081","$663,163","$3,507,884","$3,507,884",$0,"$6,006,132",58.41%,"$2,498,248"
331700010375,P.S. 375 Jackie Robinson School,17K375,"$1,788,788","$1,788,788",$0,100.00%,"$338,081","$501,109","$2,627,979","$2,627,979",$0,"$7,641,067",34.39%,"$5,013,088"
331700011382,Academy for College Preparation and Career Exploration: A College Board School,17K382,"$4,304,209","$4,304,209",$0,100.00%,"$338,081","$1,148,869","$5,791,158","$5,791,158",$0,"$7,344,372",78.85%,"$1,553,214"
331700010394,M.S. K394,17K394,"$2,004,834","$2,004,834",$0,100.00%,"$338,081","$681,049","$3,023,964","$3,023,964",$0,"$5,846,486",51.72%,"$2,822,522"
331700010397,P.S. 397 Foster-Laurie,17K397,"$1,373,638","$1,373,638",$0,100.00%,"$338,081","$410,295","$2,122,014","$2,122,014",$0,"$3,666,241",57.88%,"$1,544,228"
331700010398,P.S. 398 Walter Weaver,17K398,"$1,915,903","$1,915,903",$0,100.00%,"$338,081","$588,701","$2,842,685","$2,842,685",$0,"$6,476,139",43.89%,"$3,633,455"
331700010399,P.S. 399 Stanley Eugene Clark,17K399,"$863,769","$863,769",$0,100.00%,"$338,081","$293,203","$1,495,053","$1,495,053",$0,"$4,235,345",35.30%,"$2,740,292"
331700011408,Academy of Hospitality and Tourism,17K408,"$3,981,960","$3,981,960",$0,100.00%,"$338,081","$1,059,162","$5,379,203","$5,379,203",$0,"$6,815,609",78.92%,"$1,436,406"
331700010484,Ronald Edmonds Learning Center II,17K484,"$1,626,497","$1,626,497",$0,100.00%,"$338,081","$491,496","$2,456,074","$2,456,074",$0,"$3,469,340",70.79%,"$1,013,266"
331700011524,International High School at Prospect Heights,17K524,"$3,145,249","$3,145,249",$0,100.00%,"$338,081","$917,685","$4,401,014","$4,401,014",$0,"$5,951,490",73.95%,"$1,550,476"
331700011528,The High School for Global Citizenship,17K528,"$1,952,479","$1,952,479",$0,100.00%,"$338,081","$582,750","$2,873,310","$2,873,310",$0,"$4,281,913",67.10%,"$1,408,603"
331700011531,"School for Human Rights, The",17K531,"$1,776,642","$1,776,642",$0,100.00%,"$338,081","$560,472","$2,675,195","$2,675,195",$0,"$4,522,388",59.15%,"$1,847,194"
331700010532,New Bridges Elementary,17K532,"$3,345,469","$3,345,469",$0,100.00%,"$338,081","$1,036,760","$4,720,310","$4,720,310",$0,"$8,419,265",56.07%,"$3,698,955"
331700011537,High School for Youth and Community Development at Erasmus,17K537,"$4,900,742","$4,900,742",$0,100.00%,"$338,081","$1,260,933","$6,499,756","$6,499,756",$0,"$8,963,421",72.51%,"$2,463,665"
331700011539,High School for Service & Learning at Erasmus,17K539,"$2,048,766","$2,048,766",$0,100.00%,"$338,081","$602,657","$2,989,504","$2,989,504",$0,"$4,168,024",71.72%,"$1,178,521"
331700011543,"Science, Technology and Research Early College High School at Erasmus",17K543,"$5,230,534","$5,230,534",$0,100.00%,"$338,081","$1,571,515","$7,140,129","$7,140,129",$0,"$9,225,521",77.40%,"$2,085,392"
331700011546,High School for Public Service: Heroes of Tomorrow,17K546,"$3,868,495","$3,868,495",$0,100.00%,"$338,081","$1,238,870","$5,445,446","$5,445,446",$0,"$7,734,488",70.40%,"$2,289,042"
331700011547,Brooklyn Academy of Science and the Environment,17K547,"$2,930,564","$2,930,564",$0,100.00%,"$338,081","$830,969","$4,099,614","$4,099,614",$0,"$5,385,034",76.13%,"$1,285,420"
331700011548,Brooklyn School for Music & Theatre,17K548,"$2,592,782","$2,592,782",$0,100.00%,"$338,081","$790,535","$3,721,398","$3,721,398",$0,"$5,182,544",71.81%,"$1,461,147"
331700011568,Brownsville Academy High School,17K568,"$753,313","$753,313",$0,100.00%,"$338,081","$276,143","$1,367,537","$1,367,537",$0,"$2,823,638",48.43%,"$1,456,101"
331700011590,Medgar Evers College Preparatory School,17K590,"$9,970,144","$9,970,144",$0,100.00%,"$338,081","$2,775,542","$13,083,766","$13,083,766",$0,"$17,412,943",75.14%,"$4,329,177"
331700011600,Clara Barton High School,17K600,"$14,778,036","$14,778,036",$0,100.00%,"$338,081","$3,743,064","$18,859,181","$18,859,181",$0,"$24,334,572",77.50%,"$5,475,391"
331700011646,Aspirations Diploma Plus High School,17K646,"$1,912,145","$1,912,145",$0,100.00%,"$338,081","$628,636","$2,878,862","$2,878,862",$0,"$4,595,926",62.64%,"$1,717,064"
331700010705,Brooklyn Arts and Science Elementary School,17K705,"$2,086,958","$2,086,958",$0,100.00%,"$338,081","$653,121","$3,078,160","$3,078,160",$0,"$6,297,255",48.88%,"$3,219,095"
331700010722,New Heights Middle School,17K722,"$2,181,915","$2,181,915",$0,100.00%,"$338,081","$652,813","$3,172,809","$3,172,809",$0,"$5,236,915",60.59%,"$2,064,107"
331700011745,Brooklyn Institute for Liberal Arts,17K745,"$5,239,070","$5,239,070",$0,100.00%,"$338,081","$1,372,680","$6,949,831","$6,949,831",$0,"$8,637,334",80.46%,"$1,687,503"
331700011751,Academy for Health Careers,17K751,"$2,510,645","$2,510,645",$0,100.00%,"$338,081","$717,726","$3,566,451","$3,566,451",$0,"$4,631,032",77.01%,"$1,064,581"
331700010770,P.S. 770 New American Academy,17K770,"$2,099,070","$2,099,070",$0,100.00%,"$338,081","$649,049","$3,086,200","$3,086,200",$0,"$4,960,966",62.21%,"$1,874,765"
331800010066,P.S. 66,18K066,"$5,005,327","$5,005,327",$0,100.00%,"$338,081","$1,486,369","$6,829,777","$6,829,777",$0,"$11,068,509",61.70%,"$4,238,732"
331800010068,I.S. 068 Isaac Bildersee,18K068,"$2,610,127","$2,610,127",$0,100.00%,"$338,081","$875,046","$3,823,253","$3,823,253",$0,"$6,711,788",56.96%,"$2,888,535"
331800010114,P.S. 114 Ryder Elementary,18K114,"$2,540,066","$2,540,066",$0,100.00%,"$338,081","$831,588","$3,709,735","$3,709,735",$0,"$8,173,130",45.39%,"$4,463,395"
331800010115,P.S. 115 Daniel Mucatel School,18K115,"$5,474,314","$5,474,314",$0,100.00%,"$338,081","$1,588,706","$7,401,101","$7,401,101",$0,"$14,276,611",51.84%,"$6,875,510"
331800010135,P.S. 135 Sheldon A. Brookner,18K135,"$2,230,793","$2,230,793",$0,100.00%,"$338,081","$729,456","$3,298,330","$3,298,330",$0,"$7,670,699",43.00%,"$4,372,369"
331800010208,P.S. 208 Elsa Ebeling,18K208,"$1,736,823","$1,736,823",$0,100.00%,"$338,081","$558,580","$2,633,484","$2,633,484",$0,"$6,390,603",41.21%,"$3,757,119"
331800010211,I.S. 211 John Wilson,18K211,"$2,289,764","$2,289,764",$0,100.00%,"$338,081","$723,724","$3,351,569","$3,351,569",$0,"$6,840,628",49.00%,"$3,489,059"
331800010219,P.S. 219 Kennedy-King,18K219,"$2,092,038","$2,092,038",$0,100.00%,"$338,081","$695,985","$3,126,104","$3,126,104",$0,"$7,243,040",43.16%,"$4,116,937"
331800010233,P.S. 233 Langston Hughes,18K233,"$1,710,795","$1,710,795",$0,100.00%,"$338,081","$609,734","$2,658,610","$2,658,610",$0,"$7,371,787",36.06%,"$4,713,177"
331800010235,P.S. 235 Janice Marie Knight School,18K235,"$6,213,018","$6,213,018",$0,100.00%,"$338,081","$1,740,510","$8,291,609","$8,291,609",$0,"$13,413,620",61.81%,"$5,122,011"
331800010244,P.S. 244 Richard R. Green,18K244,"$2,907,296","$2,907,296",$0,100.00%,"$338,081","$833,375","$4,078,752","$4,078,752",$0,"$11,884,558",34.32%,"$7,805,805"
331800010268,P.S. 268 Emma Lazarus,18K268,"$1,663,618","$1,663,618",$0,100.00%,"$338,081","$518,722","$2,520,422","$2,520,422",$0,"$6,631,217",38.01%,"$4,110,795"
331800010272,P.S. 272 Curtis Estabrook,18K272,"$2,582,627","$2,582,627",$0,100.00%,"$338,081","$766,705","$3,687,413","$3,687,413",$0,"$10,076,448",36.59%,"$6,389,035"
331800010276,P.S. 276 Louis Marshall,18K276,"$3,273,537","$3,273,537",$0,100.00%,"$338,081","$1,025,611","$4,637,229","$4,637,229",$0,"$10,259,551",45.20%,"$5,622,322"
331800010279,P.S. 279 Herman Schreiber,18K279,"$1,805,357","$1,805,357",$0,100.00%,"$338,081","$610,595","$2,754,033","$2,754,033",$0,"$6,004,772",45.86%,"$3,250,739"
331800010285,I.S. 285 Meyer Levin,18K285,"$4,888,158","$4,888,158",$0,100.00%,"$338,081","$1,396,862","$6,623,101","$6,623,101",$0,"$11,370,755",58.25%,"$4,747,654"
331800010366,The Science and Medicine Middle School,18K366,"$3,354,647","$3,354,647",$0,100.00%,"$338,081","$1,042,633","$4,735,361","$4,735,361",$0,"$6,956,045",68.08%,"$2,220,684"
331800011563,It Takes a Village Academy,18K563,"$2,837,297","$2,837,297",$0,100.00%,"$338,081","$805,185","$3,980,563","$3,980,563",$0,"$6,899,617",57.69%,"$2,919,054"
