School Name,Number Tested,Mean Scale Score
TOMPKINS SQUARE MIDDLE SCHOOL,26170,422.7600950118765
UNITY PREP CHARTER SCHOOL,2920,403.2857142857143
UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,9921,400.9612676056338
URBAN ASSEMBLY ACADEMY FOR FUTURE LEADERS,12216,362.39864864864865
URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR Y,10711,398.44827586206895
URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,17759,407.94444444444446
URBAN ASSEMBLY SCHOOL FOR LEADERSHIP AND EMPOWERME,12810,415.659793814433
URBAN INSTITUTE OF MATHEMATICS,31353,422.4394299287411
URBAN SCHOLARS COMMUNITY SCHOOL,10556,400.1376811594203
VAN SICLEN COMMUNITY MIDDLE SCHOOL,21645,411.65051903114187
VILLAGE ACADEMY,31104,405.7789203084833
VISTA ACADEMY,30279,442.48387096774195
VOICE CHARTER SCHOOL OF NEW YORK,4432,414.0232558139535
WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VIS,2506,378.95454545454544
WASHINGTON HEIGHTS ACADEMY,18403,432.65139949109414
WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,22104,430.143216080402
WATERSIDE CHILDREN'S STUDIO SCHOOL,20094,422.94278606965173
WATERSIDE SCHOOL FOR LEADERSHIP,18546,405.58355437665784
WAVE PREPARATORY ELEMENTARY SCHOOL,16185,453.8061224489796
WEST BRONX ACADEMY FOR THE FUTURE,21069,399.38616714697406
WEST END SECONDARY SCHOOL,12135,507.4154589371981
WEST PREP ACADEMY,13041,385.6845637583893
WHITELAW REID ACADEMY OF ARTS AND BUSINESS,12633,395.9681978798587
WILLIAMSBURG COLLEGIATE CHARTER SCHOOL,3682,398.53333333333336
WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHO,17663,417.2987421383648
YORK EARLY COLLEGE ACADEMY,17651,426.5700325732899
YORKVILLE COMMUNITY SCHOOL,19453,434.8739946380697
YORKVILLE EAST MIDDLE SCHOOL,11397,480.58921161825725
YOUNG LEADERS ELEMENTARY SCHOOL,7865,402.2091254752852
YOUNG VOICES ACADEMY OF THE BRONX,6294,536.9151515151515
YOUNG WOMEN'S LEADERSHIP SCHOOL,9301,393.15625
YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,8151,413.1060606060606
YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,16182,433.14179104477614
"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",18351,421.0293159609121
"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",16779,418.0627306273063
