School Name,Number Tested,Mean Scale Score
P.S. 770 NEW AMERICAN ACADEMY,5912,450.1674008810573
P.S. 78,24136,422.3754266211604
P.S. 8 SHIRLEE SOLOMON,24095,441.9945652173913
P.S. 81Q JEAN PAUL RICHTER,38650,414.1575
P.S. 889,2209,507.4605263157895
P.S. 89,14173,451.6330275229358
P.S. 89Q: THE JOSE PERALTA SCHOOL OF DREAMERS,92267,424.17176470588237
P.S. 9 RYER AVENUE ELEMENTARY SCHOOL,35696,403.8849104859335
P.S. 90 EDNA COHEN SCHOOL,23345,419.3920187793427
P.S. 97 THE HIGHLAWN,37269,427.8132387706856
P.S. K134,24937,430.1191011235955
P.S. K225 - THE EILEEN E. ZAGLIN,59862,417.28036175710594
P.S. K315,31435,416.1011235955056
P.S. Q016 THE NANCY DEBENEDITTIS SCHOOL,91277,416.8406862745098
P.S. Q086,39004,422.30337078651684
P.S. X014 SENATOR JOHN CALANDRA,28385,425.7416879795396
P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,30393,419.66898954703834
P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,37811,411.83676703645006
P.S. X088 - S. SILVERSTEIN LITTLE SPARROW SCHOOL,2779,379.6875
P.S. X114 - LUIS LLORENS TORRES SCHOOLS,32983,395.35752688172045
P.S. X140 THE EAGLE SCHOOL,24105,394.1580459770115
P.S./ I.S. 155 NICHOLAS HERKIMER,18968,403.0021186440678
P.S./ IS 178 HOLLISWOOD,31459,430.96190476190475
P.S./I.S. 045 HORACE E. GREENE,35286,409.019801980198
P.S./I.S. 087 MIDDLE VILLAGE,30033,426.88197767145135
P.S./I.S. 104 THE FORT HAMILTON SCHOOL,85368,428.5169902912621
P.S./I.S. 113 ANTHONY J. PRANZO,60587,429.9852289512555
P.S./I.S. 116 WILLIAM C. HUGHLEY,40759,419.6444780635401
P.S./I.S. 119 THE GLENDALE,80349,453.99343185550083
P.S./I.S. 137 RACHEL JEAN MITCHELL,10255,398.92897727272725
P.S./I.S. 157 THE BENJAMIN FRANKLIN HEALTH & SCIEN,23014,395.20284697508896
P.S./I.S. 187 HUDSON CLIFFS,46871,425.8683431952663
P.S./I.S. 208,46285,423.3512658227848
P.S./I.S. 210 - TWENTY-FIRST CENTURY ACADEMY FOR C,20585,421.574
P.S./I.S. 217 ROOSEVELT ISLAND,23656,436.2104430379747
P.S./I.S. 218 RAFAEL HERNANDEZ DUAL LANGUAGE MAGNE,59291,418.6125186289121
P.S./I.S. 224,26090,398.41616766467064
P.S./I.S. 266,34727,426.52566096423016
P.S./I.S. 268,36781,426.31534090909093
P.S./I.S. 295,29169,423.368992248062
P.S./I.S. 30 MARY WHITE OVINGTON,50676,451.80887372013655
P.S./I.S. 323,26744,406.49196787148594
P.S./I.S. 54,16609,405.75399361022363
P.S./I.S. 78Q,24558,451.1695804195804
P.S./M.S 042 R. VERNAM,34403,393.09714285714284
P.S./M.S. 004 CROTONA PARK WEST,24136,410.34851485148516
P.S./M.S. 029 MELROSE SCHOOL,44734,405.72032520325206
P.S./M.S. 031 THE WILLIAM LLOYD GARRISON,37259,407.71941272430666
P.S./M.S. 114 BELLE HARBOR,31255,431.5
P.S./M.S. 11X498 - VAN NEST ACADEMY,41155,429.21417797888387
P.S./M.S. 138 SUNRISE,47214,406.65415986949426
P.S./M.S. 147 RONALD MCNAIR,32891,414.0185873605948
P.S./M.S. 194,89321,415.95959595959596
P.S./M.S. 200 - THE MAGNET SCHOOL OF GLOBAL STUDIE,27706,423.3018867924528
P.S./M.S. 280 MOSHOLU PARKWAY,52677,410.2197962154294
PARK SLOPE COLLEGIATE,12165,424.14606741573033
PARKSIDE PREPARATORY ACADEMY,43233,413.85091743119267
PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOA,20305,429.5895061728395
PAULA HEDBAVNY SCHOOL,31260,429.3003246753247
PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEME,29256,415.25274725274727
PELHAM GARDENS MIDDLE SCHOOL,37952,418.9845360824742
PIONEER ACADEMY,41895,412.24444444444447
PORT RICHMOND SCHOOL FOR VISIONARY LEARNING,4583,514.1304347826087
PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD S,15929,426.4144736842105
PROFESSIONAL PERFORMING ARTS HIGH SCHOOL,4615,441.62745098039215
PROFESSOR JUAN BOSCH PUBLIC SCHOOL,8573,440.3076923076923
PS 80  THE THURGOOD MARSHALL MAGNET SCHOOL OF MULT,21366,409.7289719626168
"PS/MS 20 P.O.GEORGE J. WERDANN, III",58046,409.16596931659694
PS280Q: HOME OF THE LIONHEARTS,23313,441.7922077922078
PUBLIC SCHOOL 9 THE SARAH SMITH GARNET SCHOOL,24177,427.40419947506564
PUGSLEY PREPARATORY ACADEMY,35703,425.49394673123487
QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,23248,429.02403846153845
QUEENS EXPLORERS ELEMENTARY SCHOOL,5574,561.1176470588235
QUEENS GATEWAY TO HEALTH SCIENCES SECONDARY SCHOOL,25056,452.485254691689
"QUEENS SCHOOL OF INQUIRY, THE",22717,420.2608695652174
QUEENS UNITED MIDDLE SCHOOL,14173,434.4124513618677
QUEST TO LEARN,20334,415.3514851485148
RALPH A. FABRIZIO SCHOOL,47834,423.97241379310344
RED HOOK NEIGHBORHOOD SCHOOL,5271,389.44871794871796
REDWOOD MIDDLE SCHOOL,17481,462.0647482014389
RENAISSANCE SCHOOL OF THE ARTS,12881,400.8974358974359
RESTORATION ACADEMY,7440,385.7056451612903
RIVER EAST ELEMENTARY,6339,419.4255319148936
RIVERDALE / KINGSBRIDGE ACADEMY (MIDDLE SCHOOL / H,68524,421.96311475409834
RIVERDALE AVENUE COMMUNITY SCHOOL,5256,455.93854748603354
RIVERDALE AVENUE MIDDLE SCHOOL,6520,443.3480392156863
"ROBERT F. WAGNER, JR. SECONDARY SCHOOL FOR ARTS AN",11605,448.04334365325076
RONALD EDMONDS LEARNING CENTER II,10533,406.9032258064516
SAMARA COMMUNITY SCHOOL,2573,553.1011235955057
SCHOLARS' ACADEMY,67000,454.63824884792626
SCHOOL FOR ENVIRONMENTAL CITIZENSHIP,18930,401.86392405063293
SCHOOL FOR GLOBAL LEADERS,19955,410.133676092545
SCHOOL OF EARTH EXPLORATION AND DISCOVERY HARLEM (,2125,501.85
"SCHOOL OF MATH, SCIENCE, AND HEALTHY LIVING",10918,442.89122807017543
SCHOOL OF PERFORMING ARTS,25983,393.8333333333333
SCHOOL OF SCIENCE & TECHNOLOGY,35518,413.8937644341801
SCHOOL OF THE FUTURE BROOKLYN,9307,433.55555555555554
SCHOOL OF THE FUTURE HIGH SCHOOL,24717,434.3860465116279
SCIENCE AND TECHNOLOGY ACADEMY: A MOTT HALL SCHOOL,38099,418.6919315403423
"SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIG",15014,435.6263736263736
SHERIDAN ACADEMY FOR YOUNG LEADERS,22304,393.4016620498615
SIXTH AVENUE ELEMENTARY SCHOOL,3009,565.9306930693069
SOUNDVIEW ACADEMY FOR CULTURE AND SCHOLARSHIP,32519,407.6472081218274
SOUTH BRONX ACADEMY FOR APPLIED MEDIA,25407,398.10364145658264
SOUTH BRONX INTERNATIONAL MIDDLE SCHOOL,2023,505.13235294117646
SOUTH BRONX PREPARATORY: A COLLEGE BOARD SCHOOL,23597,416.8348909657321
SPACE SHUTTLE COLUMBIA SCHOOL,36004,425.5802752293578
SPECIAL MUSIC SCHOOL,5067,458.75986842105266
SPRING CREEK COMMUNITY SCHOOL,15565,421.6457564575646
SPRUCE STREET SCHOOL,18826,476.2533632286995
STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,54854,428.47638326585695
STEM INSTITUTE OF MANHATTAN,3034,422.90055248618785
SUNSET PARK AVENUES ELEMENTARY SCHOOL,6546,523.7869822485208
SUNSET PARK PREP,46624,419.24418604651163
TAG YOUNG SCHOLARS,31757,458.71194762684127
TEACHERS COLLEGE COMMUNITY SCHOOL,8765,499.7420494699647
THE 30TH AVENUE SCHOOL (G&T CITYWIDE),14851,526.6984126984127
THE 47 AMERICAN SIGN LANGUAGE & ENGLISH LOWER SCHO,2129,435.18243243243245
THE ACADEMY FOR EXCELLENCE THROUGH THE ARTS,4354,465.747311827957
THE ACADEMY OF TALENTED SCHOLARS,13911,440.3411764705882
THE ACTIVE LEARNING ELEMENTARY SCHOOL,6990,449.0537634408602
THE ANDERSON SCHOOL,30084,461.9802761341223
THE ANGELO PATRI MIDDLE SCHOOL,44782,402.4673366834171
THE BARBARA ESSELBORN SCHOOL,33594,433.16584158415844
THE BELLAIRE SCHOOL,43730,425.79918032786884
THE BILINGUAL BICULTURAL SCHOOL,11306,424.64944649446494
THE BOERUM HILL SCHOOL FOR INTERNATIONAL STUDIES,21908,423.75584415584416
THE BRONX MATHEMATICS PREPARATORY SCHOOL,20087,406.36036036036035
THE BRONX SCHOOL OF YOUNG LEADERS,35108,409.61654135338347
THE BRONX STEM AND ARTS ACADEMY,6263,402.55555555555554
THE BROOKLYN GREEN SCHOOL,3398,529.1888888888889
"THE BROOKLYN NEW SCHOOL, P.S. 146",3165,382.7826086956522
THE CHILDREN'S LAB SCHOOL,7527,555.3128834355829
THE CHILDREN'S WORKSHOP SCHOOL,7709,421.05379746835445
THE CHRISTA MCAULIFFE SCHOOL\I.S. 187,90132,456.72361809045225
THE CLINTON SCHOOL,23143,439.22888283378745
THE DR. EMMETT W. BASSETT SCHOOL,40511,412.20357941834453
THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,13215,461.8577235772358
THE EAST VILLAGE COMMUNITY SCHOOL,7603,425.4078014184397
THE EMERSON SCHOOL,24957,435.25479452054793
THE EMILY WARREN ROEBLING SCHOOL,35429,430.4769503546099
THE FAMILY SCHOOL,19596,405.36389684813753
THE FRESH CREEK SCHOOL,4430,406.53846153846155
THE GORDON PARKS SCHOOL,41791,420.12698412698415
"THE GREGORY JOCKO JACKSON SCHOOL OF SPORTS, ART, A",23598,366.94170403587447
THE HARBOR VIEW SCHOOL,4898,527.4093567251462
THE HECTOR FIGUEROA SCHOOL,628,453.5833333333333
THE HIGHBRIDGE GREEN SCHOOL,24938,431.7027972027972
THE JAMES J. AMBROSE SCHOOL,31107,440.57244655581945
THE JERMAINE L. GREEN STEM INSTITUTE OF QUEENS,19111,419.5847176079734
THE KATHLEEN GRIMM SCHOOL FOR LEADERSHIP AND SUSTA,4955,547.1808510638298
THE LABORATORY SCHOOL OF FINANCE AND TECHNOLOGY: X,26900,421.27522935779814
THE LEXINGTON ACADEMY,28562,427.5090180360721
THE LOCKE SCHOOL OF ARTS AND ENGINEERING,2898,546.8602150537635
THE LONGWOOD ACADEMY OF DISCOVERY,19064,394.3086053412463
THE MADELEINE BRENNAN SCHOOL,152488,433.2026431718062
THE MATH & SCIENCE EXPLORATORY SCHOOL,40912,441.95454545454544
THE MATILDA AVENUE SCHOOL,2426,532.3733333333333
THE MAURICE SENDAK COMMUNITY SCHOOL,3498,553.7642276422764
THE MICHAEL J. PETRIDES SCHOOL,58396,424.4901960784314
"THE MIDDLE SCHOOL OF MEDIA, LAW AND FINE ARTS",15855,406.3828382838284
THE MOTT HALL SCHOOL,25589,430.8793565683646
THE NEW AMERICAN ACADEMY AT ROBERTO CLEMENTE STATE,16346,447.1297071129707
THE NEW SCHOOL FOR LEADERSHIP AND JOURNALISM,65866,411.9765258215962
THE PECK SLIP SCHOOL,7335,519.7171717171717
"THE QUEENS COLLEGE SCHOOL FOR MATH, SCIENCE AND TE",27759,442.4397905759162
THE QUEENS SCHOOL FOR LEADERSHIP AND EXCELLENCE,7149,535.6269841269841
THE RANDOLPH HOLDER SCHOOL FOR SOCIAL JUSTICE,22695,410.8342696629214
THE RIVER SCHOOL,5263,549.4860335195531
THE RIVERSIDE SCHOOL FOR MAKERS AND ARTISTS,22451,415.7250859106529
THE SCHOOL FOR FUTURE LEADERS,16533,451.1331168831169
THE SCHOOL FOR INQUIRY AND SOCIAL JUSTICE,40137,428.2148148148148
THE SCHOOL OF CREATIVITY AND INNOVATION,236,506.125
THE SCHOOL OF INTEGRATED LEARNING,20201,422.9845679012346
THE SCHOOL OF SCIENCE AND APPLIED LEARNING,24338,403.65204678362574
THE SCIENCE AND MEDICINE MIDDLE SCHOOL,37960,417.0572207084469
THE SEEALL ACADEMY,76094,423.2015503875969
THE STAR ACADEMY - P.S.63,3917,420.80930232558137
THE STEAM BRIDGE SCHOOL,2236,548.4761904761905
THE STEPHANIE A. VIERNO SCHOOL,33496,430.05764966740577
THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,20987,402.1466275659824
THE URBAN ASSEMBLY UNISON SCHOOL,12010,411.359477124183
THE WALTON AVENUE SCHOOL,9889,464.3333333333333
THE WILLIAM LYNCH SCHOOL,4946,424.73251028806584
THE WINDSOR TERRACE SCHOOL,20532,431.6798941798942
THE WOODSIDE COMMUNITY SCHOOL,5139,543.9826086956522
THE YOUNG WOMENï¿½S LEADERSHIP SCHOOL OF STATEN ISLA,580,436.25
THEATRE ARTS PRODUCTION COMPANY SCHOOL,17019,410.88793103448273
THOMAS C. GIORDANO MIDDLE SCHOOL 45,63353,408.0869565217391
THURGOOD MARSHALL ACADEMY FOR LEARNING AND SOCIAL,13707,423.8907284768212
THURGOOD MARSHALL ACADEMY LOWER SCHOOL,7681,414.5242290748899
TOMPKINS SQUARE MIDDLE SCHOOL,28666,424.8689655172414
UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,10978,418.4858934169279
URBAN ASSEMBLY ACADEMY FOR FUTURE LEADERS,13130,385.47648902821317
URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR Y,11539,407.9493670886076
URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,22040,408.7406340057637
URBAN ASSEMBLY SCHOOL FOR LEADERSHIP AND EMPOWERME,14261,426.71290322580643
URBAN INSTITUTE OF MATHEMATICS,31926,424.53995157384986
URBAN SCHOLARS COMMUNITY SCHOOL,10906,405.20905923344947
VAN SICLEN COMMUNITY MIDDLE SCHOOL,21050,419.673835125448
VILLAGE ACADEMY,31289,405.0736040609137
VISTA ACADEMY,29564,441.4794117647059
WADLEIGH SECONDARY SCHOOL FOR THE PERFORMING & VIS,2773,406.7310344827586
WASHINGTON HEIGHTS ACADEMY,19087,427.6259351620948
WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,25901,441.31724137931036
WATERSIDE CHILDREN'S STUDIO SCHOOL,19821,423.46633416458855
WATERSIDE SCHOOL FOR LEADERSHIP,18715,414.44
WAVE PREPARATORY ELEMENTARY SCHOOL,16032,457.14864864864865
WEST BRONX ACADEMY FOR THE FUTURE,23573,410.96378830083563
WEST END SECONDARY SCHOOL,16823,515.4567901234568
WEST PREP ACADEMY,15191,411.1437125748503
WHITELAW REID ACADEMY OF ARTS AND BUSINESS,12546,399.53956834532374
WORLD JOURNALISM PREPARATORY: A COLLEGE BOARD SCHO,22982,433.9767441860465
YORK EARLY COLLEGE ACADEMY,25236,431.92051282051284
YORKVILLE COMMUNITY SCHOOL,19152,430.56368563685635
YORKVILLE EAST MIDDLE SCHOOL,13275,483.72592592592594
YOUNG LEADERS ELEMENTARY SCHOOL,7699,404.7432950191571
YOUNG VOICES ACADEMY OF THE BRONX,6170,539.1543209876543
YOUNG WOMEN'S LEADERSHIP SCHOOL,11155,421.9580152671756
YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,8264,421.7586206896552
YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,16387,437.0485074626866
"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",23136,436.76880222841226
"YOUNG WOMEN'S LEADERSHIP SCHOOL, QUEENS",19868,447.2893890675241
